word,lemma,POS,IC
traca,traca,nfs,NC_a
guerrera,guerrera,nfs,NC_a
glorieta,glorieta,nfs,NC_a
komo,komo,n,NC_o
santiaguero,santiaguero,n,NC_o
tacha,tacha,nfs,NC_a
tanga,tanga,nms,NC_a
loba,loba,nfs,NC_a
canasto,canasto,nms,NC_o
medusa,medusa,nfs,NC_a
paco,paco,nms,NC_o
foca,foca,nfs,NC_a
pava,pava,nfs,NC_a
poquita,poquito,n,NC_o
ejecutoria,ejecutoria,nfs,NC_a
saxo,saxo,nms,NC_o
bollo,bollo,nms,NC_o
cala,cala,nfs,NC_a
arquitecta,arquitecta,n,NC_a
cabrito,cabrito,nms,NC_o
chola,chola,n,NC_a
dependienta,dependienta,n,NC_a
pedófilo,pedófilo,nms,NC_o
flora,flora,n,NC_a
filosofo,filósofo,n,NC_o
grillo,grillo,nms,NC_o
quebrado,quebrado,nms,NC_o
barricada,barricada,nfs,NC_a
confidencia,confidencia,nfs,NC_a
bula,bula,nfs,NC_a
lila,lila,n,NC_a
muchachita,muchachita,n,NC_a
economista,economista,n,NC_a
bibliotecaria,bibliotecaria,n,NC_a
infrarrojo,infrarrojo,n,NC_o
bandada,bandada,nfs,NC_a
salvia,salvia,nfs,NC_a
ciruela,ciruela,nfs,NC_a
exsecretario,exsecretario,n,NC_o
go,go,n,NC_o
josefina,josefina,np,NC_a
ni?o,ni?o,n,NC_o
mo,mo,n,NC_o
regusto,regusto,nms,NC_o
tetera,tetera,nfs,NC_a
frambuesa,frambuesa,nfs,NC_a
batata,batata,nms,NC_a
ogro,ogro,nms,NC_o
mirra,mirra,nfs,NC_a
madera,madera,n,NC_a
tecnólogo,tecnólogo,nms,NC_o
lapicero,lapicero,nms,NC_o
cilindrada,cilindrada,nfs,NC_a
cinco,cinco,n,NC_o
creatura,criatura,n,NC_a
electronica,electronica,n,NC_a
pitillo,pitillo,nms,NC_o
rodrigo,rodrigo,np,NC_o
endocrinólogo,endocrinólogo,n,NC_o
milonga,milonga,nfs,NC_a
chismoso,chismoso,nms,NC_o
tendero,tendero,nms,NC_o
bombonera,bombonera,nfs,NC_a
charango,charango,nms,NC_o
anverso,anverso,nms,NC_o
pija,pija,nfs,NC_a
protectorado,protectorado,nms,NC_o
nacho,nacho,nms,NC_o
blando,blando,n,NC_o
hervidero,hervidero,nms,NC_o
jaleo,jaleo,nms,NC_o
pego,pego,nms,NC_o
nazareno,nazareno,nms,NC_o
tiesto,tiesto,nms,NC_o
vocería,vocería,nfs,NC_a
tea,tea,nfs,NC_a
grita,grita,nfs,NC_a
criba,criba,nfs,NC_a
lana,lana,n,NC_a
famila,familia,n,NC_a
hackeo,hackeo,n,NC_o
programita,programita,n,NC_a
carcelero,carcelero,nms,NC_o
entrecejo,entrecejo,nms,NC_o
mago,mago,n,NC_o
arenero,arenero,n,NC_o
astrofísica,astrofísica,nfs,NC_a
expo,expo,n,NC_o
quedada,quedada,n,NC_a
sandra,sandro,np,NC_o
poza,poza,nfs,NC_a
conejito,conejito,n,NC_o
pantallazo,pantallazo,n,NC_o
copita,copita,n,NC_a
oliva,olivo,n,NC_o
fardo,fardo,nms,NC_o
frutilla,frutilla,nfs,NC_a
anio,año,n,NC_o
zarzuela,zarzuela,nfs,NC_a
costurera,costurera,nfs,NC_a
piojo,piojo,nms,NC_o
alambrado,alambrado,nms,NC_o
garita,garita,nfs,NC_a
mesera,mesera,n,NC_a
otorga,otorga,n,NC_a
gaita,gaita,nms,NC_a
pitido,pitido,nms,NC_o
pino,pino,n,NC_o
mamada,mamada,nfs,NC_a
noria,noria,nfs,NC_a
zeta,zeta,nfs,NC_a
arreglista,arreglista,nms,NC_a
cervecero,cervecero,nms,NC_o
aerodinámica,aerodinámica,nfs,NC_a
golpeo,golpeo,nms,NC_o
picadillo,picadillo,nms,NC_o
filólogo,filólogo,nms,NC_o
imperfecto,imperfecto,nms,NC_o
alejandra,alejandra,n,NC_a
diplomática,diplomática,nfs,NC_a
neurocirujano,neurocirujano,nms,NC_o
pelito,pelito,n,NC_o
bosta,bosta,nfs,NC_a
entrevistada,entrevistado,n,NC_o
ramita,ramita,n,NC_a
chamarra,chamarra,nfs,NC_a
pronóstico,pronóstico,n,NC_o
universia,universia,n,NC_a
princesita,princesita,n,NC_a
boa,boa,nms,NC_a
peluquera,peluquera,n,NC_a
porrazo,porrazo,nms,NC_o
neo,neo,nms,NC_o
tara,tara,nfs,NC_a
consejo,consejo,n,NC_o
nina,nina,n,NC_a
sicóloga,sicólogo,n,NC_o
trompetista,trompetista,nms,NC_a
extremista,extremista,nms,NC_a
marta,marta,nfs,NC_a
emo,emo,n,NC_o
jesucristo,jesucristo,np,NC_o
jornalero,jornalero,nms,NC_o
discípula,discípulo,n,NC_o
guata,guata,nfs,NC_a
silvano,silvano,nms,NC_o
pandereta,pandereta,nfs,NC_a
andanada,andanada,nfs,NC_a
cursilería,cursilería,nfs,NC_a
eurodiputado,eurodiputado,nms,NC_o
mamita,mamita,n,NC_a
manzanita,manzanita,n,NC_a
mazmorra,mazmorra,nfs,NC_a
fulanito,fulanito,n,NC_o
astrólogo,astrólogo,nms,NC_o
señorito,señorito,nms,NC_o
tipejo,tipejo,nms,NC_o
prisionera,prisionero,n,NC_o
romana,romana,nfs,NC_a
fregadero,fregadero,nms,NC_o
sembrado,sembrado,nms,NC_o
problemilla,problemilla,n,NC_a
sufijo,sufijo,nms,NC_o
bebita,bebita,n,NC_a
currícula,currículo,n,NC_o
lideresa,lideresa,n,NC_a
dominico,dominico,n,NC_o
librado,librado,nms,NC_o
ía,ía,n,NC_a
burrito,burrito,nms,NC_o
seo,seo,nfs,NC_o
ceniza,ceniza,n,NC_a
occiso,occiso,n,NC_o
fonda,fonda,nfs,NC_a
bulo,bulo,nms,NC_o
ninfa,ninfa,nfs,NC_a
beneficiada,beneficiado,n,NC_o
pita,pita,nfs,NC_a
alharaca,alharaca,nfs,NC_a
contrata,contrata,nfs,NC_a
psicólogo,psicólogo,n,NC_o
boxeo,boxeo,n,NC_o
benceno,benceno,nms,NC_o
endoscopia,endoscopia,n,NC_a
higo,higo,nms,NC_o
/o,/o,n,NC_o
musico,músico,n,NC_o
revulsivo,revulsivo,nms,NC_o
espinita,espinita,nms,NC_a
maza,maza,nfs,NC_a
obsidiana,obsidiana,nfs,NC_a
veterinario,veterinario,n,NC_o
bacilo,bacilo,nms,NC_o
metafísico,metafísico,nms,NC_o
despido,despido,n,NC_o
fundo,fundo,nms,NC_o
ratico,ratico,n,NC_o
ao,ao,n,NC_o
garrapata,garrapata,nfs,NC_a
policia,policía,n,NC_a
sobrino,sobrino,n,NC_o
testaferro,testaferro,nms,NC_o
persa,persa,nms,NC_a
coquetería,coquetería,nfs,NC_a
incógnito,incógnito,nms,NC_o
tolda,tolda,n,NC_a
sima,sima,nms,NC_a
vaca,vaca,n,NC_a
griterío,griterío,nms,NC_o
lagartija,lagartija,nfs,NC_a
treta,treta,nfs,NC_a
barranca,barranca,nfs,NC_a
chivato,chivato,nms,NC_o
desgana,desgana,nfs,NC_a
sra,sra,n,NC_a
latino,latino,nj,NC_o
negociada,negociado,n,NC_o
fundamentalista,fundamentalista,nms,NC_a
grafo,grafo,n,NC_o
mujercita,mujercita,n,NC_a
silo,silo,nms,NC_o
sarro,sarro,nms,NC_o
quo,quo,n,NC_o
cuadrito,cuadrito,n,NC_o
perilla,perilla,nfs,NC_a
vano,vano,nms,NC_o
enjundia,enjundia,nfs,NC_a
encina,encina,nfs,NC_a
golero,golero,n,NC_o
zapata,zapata,nfs,NC_a
amenorrea,amenorrea,nfs,NC_a
bebito,bebito,n,NC_o
quilla,quilla,nfs,NC_a
pario,pario,n,NC_o
eunuco,eunuco,nms,NC_o
marina,marina,n,NC_a
polea,polea,nfs,NC_a
mechero,mechero,nms,NC_o
duodeno,duodeno,nms,NC_o
boro,boro,nms,NC_o
manzano,manzano,nms,NC_o
milpa,milpa,nfs,NC_a
hara,hara,n,NC_a
lego,lego,nms,NC_o
neófito,neófito,nms,NC_o
sofisma,sofisma,nms,NC_a
derrama,derrama,nfs,NC_a
barrita,barrita,n,NC_a
campanilla,campanilla,nfs,NC_a
nucleo,núcleo,n,NC_o
incentivo,incentivo,n,NC_o
rollo,rollo,n,NC_o
triangulo,triángulo,n,NC_o
capuchino,capuchino,nms,NC_o
colada,colada,nfs,NC_a
desenfado,desenfado,nms,NC_o
paisa,paisa,nms,NC_a
primo,primo,n,NC_o
análogo,análogo,n,NC_o
carambola,carambola,nfs,NC_a
seno,seno,n,NC_o
golfista,golfista,nms,NC_a
tuto,tuto,n,NC_o
cientifico,científico,n,NC_o
decúbito,decúbito,nms,NC_o
sofrito,sofrito,nms,NC_o
candelabro,candelabro,nms,NC_o
arboleda,arboleda,nfs,NC_a
pistolero,pistolero,nms,NC_o
quebradero,quebradero,nms,NC_o
oratorio,oratorio,nms,NC_o
pepa,pepa,nms,NC_a
reportero,reportero,n,NC_o
chamaco,chamaco,nms,NC_o
exnovio,exnovio,n,NC_o
lonchera,lonchera,nfs,NC_a
botánico,botánico,nms,NC_o
polola,polola,n,NC_a
incentiva,incentivo,n,NC_o
ahijado,ahijado,nms,NC_o
negrita,negrito,n,NC_o
coleta,coleta,nfs,NC_a
fiduciario,fiduciario,nms,NC_o
cristina,cristina,np,NC_a
millonaria,millonaria,n,NC_a
recompra,recompra,n,NC_a
arquitecta,arquitecto,n,NC_o
bala,bala,n,NC_a
mesilla,mesilla,nfs,NC_a
alo,alo,n,NC_o
demiurgo,demiurgo,nms,NC_o
costanera,costanera,nfs,NC_a
guasa,guasa,nfs,NC_a
arginina,arginina,n,NC_a
gacela,gacela,nfs,NC_a
palomita,palomita,nfs,NC_a
arrechera,arrechero,n,NC_o
petardo,petardo,nms,NC_o
táctico,táctico,nms,NC_o
leño,leño,nms,NC_o
esbirro,esbirro,nms,NC_o
jardinera,jardinera,nfs,NC_a
ghetto,ghetto,n,NC_o
oca,oca,nfs,NC_a
caballa,caballa,nfs,NC_a
guanábana,guanábana,nfs,NC_a
arqueóloga,arqueólogo,nfs,NC_o
adivina,adivina,nfs,NC_a
aserto,aserto,nms,NC_o
poroto,poroto,nms,NC_o
fila,fila,n,NC_a
hornada,hornada,nfs,NC_a
muletilla,muletilla,nfs,NC_a
triciclo,triciclo,nms,NC_o
taba,taba,nfs,NC_a
mica,mica,nfs,NC_a
regina,regino,np,NC_o
tapado,tapado,nms,NC_o
cajetilla,cajetilla,nms,NC_a
sexóloga,sexólogo,nfs,NC_o
bobada,bobada,nfs,NC_a
becaria,becaria,nfs,NC_a
picota,picota,nfs,NC_a
aria,aria,nfs,NC_a
gaveta,gaveta,nfs,NC_a
mucama,mucama,n,NC_a
copropietario,copropietario,nms,NC_o
elena,elena,n,NC_a
gallito,gallito,nms,NC_o
melómano,melómano,nms,NC_o
desarollo,desarrollo,n,NC_o
zafiro,zafiro,nms,NC_o
almendro,almendro,nms,NC_o
caminito,caminito,n,NC_o
govierno,gobierno,n,NC_o
rótula,rótula,nfs,NC_a
hijastra,hijastra,nfs,NC_a
traumatólogo,traumatólogo,nms,NC_o
aga,aga,n,NC_a
sacerdotisa,sacerdotisa,nfs,NC_a
cabezota,cabezota,nms,NC_a
conejillo,conejillo,n,NC_o
escolástica,escolástica,nfs,NC_a
evo,evo,nms,NC_o
garbanzo,garbanzo,nms,NC_o
bohemio,bohemio,nms,NC_o
comparativo,comparativo,n,NC_o
luminaria,luminaria,nms,NC_a
torpedo,torpedo,nms,NC_o
milanesa,milanesa,nfs,NC_a
fritura,fritura,nfs,NC_a
maya,maya,n,NC_a
redondo,redondo,nms,NC_o
siniestra,siniestra,nfs,NC_a
altanería,altanería,nfs,NC_a
anestesiólogo,anestesiólogo,n,NC_o
heraldo,heraldo,nms,NC_o
moringa,moringa,nfs,NC_a
mùsica,música,n,NC_a
cajuela,cajuela,nfs,NC_a
farra,farra,nfs,NC_a
marica,marica,nms,NC_a
meteorólogo,meteorólogo,nms,NC_o
morcilla,morcilla,nfs,NC_a
guaracha,guaracha,nfs,NC_a
lanzadera,lanzadera,nfs,NC_a
musiquita,musiquita,n,NC_a
guerrillera,guerrillera,n,NC_a
listillo,listillo,nms,NC_o
apartamiento,apartamiento,nms,NC_o
cucurucho,cucurucho,nms,NC_o
camilo,camilo,np,NC_o
foja,foja,nfs,NC_a
.ha,.ha,n,NC_a
tromba,tromba,nfs,NC_a
cardo,cardo,nms,NC_o
cayado,cayado,nms,NC_o
hiena,hiena,nfs,NC_a
ortiga,ortiga,nfs,NC_a
sigma,sigma,nfs,NC_a
lora,lora,nfs,NC_a
teresa,teresa,np,NC_a
leña,leña,n,NC_a
ladito,ladito,n,NC_o
nuclea,núcleo,n,NC_o
sudario,sudario,nms,NC_o
repo,repo,fn,NC_o
barça,barca,n,NC_a
timba,timba,nfs,NC_a
liza,liza,nfs,NC_a
mita,mita,nfs,NC_a
autobombo,autobombo,nms,NC_o
sudamerica,sudamérico,np,NC_o
comando,comando,n,NC_o
delegado,delegado,n,NC_o
mochilero,mochilero,nms,NC_o
depositaria,depositario,n,NC_o
fulana,fulana,nfs,NC_a
mantilla,mantilla,nfs,NC_a
patricia,patricio,np,NC_o
pincho,pincho,nms,NC_o
cachito,cachito,nms,NC_o
sexólogo,sexólogo,nms,NC_o
vasallo,vasallo,nms,NC_o
alabastro,alabastro,nms,NC_o
minga,minga,nfs,NC_a
cerilla,cerilla,nfs,NC_a
paquetazo,paquetazo,n,NC_o
hipopótamo,hipopótamo,nms,NC_o
energúmeno,energúmeno,nms,NC_o
chaqueño,chaqueño,nj,NC_o
optica,óptica,n,NC_a
patólogo,patólogo,nms,NC_o
quimica,química,n,NC_a
gorrito,gorrito,n,NC_o
solera,solera,nfs,NC_a
dignatario,dignatario,nms,NC_o
frazada,frazada,nfs,NC_a
pesto,pesto,nms,NC_o
prófugo,prófugo,n,NC_o
prolapso,prolapso,nms,NC_o
temazo,temazo,n,NC_o
regata,regata,nfs,NC_a
monaguillo,monaguillo,nms,NC_o
garrafa,garrafa,nfs,NC_a
marciano,marciano,nms,NC_o
ostra,ostra,nfs,NC_a
canónigo,canónigo,nms,NC_o
elfo,elfo,n,NC_o
lavada,lavada,nfs,NC_a
hechicera,hechicera,nfs,NC_a
toscana,toscana,nfs,NC_a
zancada,zancada,nfs,NC_a
.ja,.ja,n,NC_a
curita,curita,nfs,NC_a
finado,finado,nms,NC_o
cornada,cornada,nfs,NC_a
fotografo,fotógrafo,n,NC_o
sura,sura,nms,NC_a
collado,collado,nms,NC_o
guayabera,guayabera,nfs,NC_a
pendeja,pendeja,n,NC_a
protesto,protesto,nms,NC_o
bisnieto,bisnieto,nms,NC_o
cabro,cabro,nms,NC_o
delegada,delegado,n,NC_o
recuento,recuento,n,NC_o
maestro,maestro,n,NC_o
trasto,trasto,nms,NC_o
vaga,vaga,nfs,NC_a
cerezo,cerezo,nms,NC_o
puerro,puerro,nms,NC_o
veleta,veleta,nms,NC_a
viajecito,viajecito,n,NC_o
informatica,informática,n,NC_a
barba,barba,n,NC_a
calva,calva,nfs,NC_a
charca,charca,nfs,NC_a
albo,albo,n,NC_o
chela,chela,n,NC_a
parrillada,parrillada,nfs,NC_a
maña,maña,n,NC_a
manguito,manguito,nms,NC_o
sustituta,sustituto,n,NC_o
hermanastro,hermanastro,nms,NC_o
lúpulo,lúpulo,nms,NC_o
morocha,morocha,nfs,NC_a
patineta,patineta,nms,NC_a
moca,moca,nms,NC_a
cerdito,cerdito,n,NC_o
modista,modista,nms,NC_a
santiaguera,santiaguero,n,NC_o
liso,liso,nms,NC_o
molusco,molusco,nms,NC_o
penca,penca,nfs,NC_a
reumatólogo,reumatólogo,n,NC_o
elástico,elástico,nms,NC_o
espino,espino,nms,NC_o
donatario,donatario,nms,NC_o
pandillero,pandillero,nms,NC_o
perrera,perrera,nfs,NC_a
desmentido,desmentido,nms,NC_o
tacita,tacita,n,NC_a
sena,sena,nfs,NC_a
chiva,chiva,nms,NC_a
chulería,chulería,nfs,NC_a
pisco,pisco,n,NC_o
paisito,paisito,n,NC_o
pajarita,pajarita,nfs,NC_a
colera,colero,n,NC_o
cortada,cortada,nfs,NC_a
espectativa,espectativa,n,NC_a
pasajera,pasajera,nfs,NC_a
tesorera,tesorero,n,NC_o
fascia,fascia,n,NC_a
tejo,tejo,nms,NC_o
sofa,sofa,n,NC_a
ameba,ameba,nfs,NC_a
linfa,linfa,nfs,NC_a
barquito,barquito,n,NC_o
ka,ka,nfs,NC_a
paleontólogo,paleontólogo,nms,NC_o
daria,daria,n,NC_a
labia,labia,nfs,NC_a
recordatorio,recordatorio,n,NC_o
carrizo,carrizo,nms,NC_o
amino,amino,nms,NC_o
destinatario,destinatario,n,NC_o
guadaña,guadaña,nfs,NC_a
prima,primo,n,NC_o
señoría,señoría,nfs,NC_a
caloría,caloría,nfs,NC_a
cigarra,cigarra,nfs,NC_a
chistera,chistera,nfs,NC_a
chavala,chavala,n,NC_a
pértiga,pértiga,nfs,NC_a
betacaroteno,betacaroteno,n,NC_o
boniato,boniato,nms,NC_o
cochero,cochero,nms,NC_o
legatario,legatario,nms,NC_o
llanera,llanero,n,NC_o
mania,mania,n,NC_a
carmelita,carmelita,nfs,NC_a
elegía,elegía,nfs,NC_a
olivo,olivo,n,NC_o
parva,parva,nfs,NC_a
gritería,gritería,nfs,NC_a
moralina,moralina,nfs,NC_a
poto,poto,nms,NC_o
terno,terno,nms,NC_o
derogatoria,derogatoria,n,NC_a
cortado,cortado,nms,NC_o
ho,ho,n,NC_o
teñido,teñido,nms,NC_o
genia,genia,n,NC_a
guantera,guantera,nfs,NC_a
hno,hermano,n,NC_o
limo,limo,nms,NC_o
colonoscopia,colonoscopia,nfs,NC_a
dano,dano,n,NC_o
repartija,repartija,nfs,NC_a
abulia,abulia,nfs,NC_a
mico,mico,nms,NC_o
pregonero,pregonero,nms,NC_o
coreógrafa,coreógrafa,nfs,NC_a
poblano,poblano,nms,NC_o
sue?o,sue?o,n,NC_o
valeriana,valeriana,nfs,NC_a
patricio,patricio,np,NC_o
tora,tora,nfs,NC_a
anguila,anguila,nfs,NC_a
buda,buda,nms,NC_a
enredadera,enredadera,nfs,NC_a
gringa,gringa,n,NC_a
relojero,relojero,nms,NC_o
patilla,patilla,nms,NC_a
bodeguero,bodeguero,nms,NC_o
dispendio,dispendio,nms,NC_o
batea,batea,nfs,NC_a
dojo,dojo,n,NC_o
pantallita,pantallita,n,NC_a
cuñado,cuñado,n,NC_o
borrasca,borrasca,nfs,NC_a
coctelera,coctelera,nfs,NC_a
estadia,estadía,n,NC_a
lapicera,lapicera,nfs,NC_a
perno,perno,nms,NC_o
pobrecita,pobrecita,n,NC_a
pokito,poquito,n,NC_o
canada,canada,n,NC_a
garza,garza,nfs,NC_a
licopeno,licopeno,n,NC_o
aeroplano,aeroplano,nms,NC_o
guanaco,guanaco,nms,NC_o
mandala,mandala,n,NC_a
prisionera,prisionera,n,NC_a
psicologa,psicóloga,n,NC_a
entramado,entramado,n,NC_o
hueva,hueva,nfs,NC_a
portera,portera,nfs,NC_a
seta,seta,nfs,NC_a
telefonica,telefonica,n,NC_a
tinta,tinta,n,NC_a
castellana,castellana,nfs,NC_a
malandro,malandro,nms,NC_o
mamotreto,mamotreto,nms,NC_o
palio,palio,nms,NC_o
fastidio,fastidio,n,NC_o
grana,grana,nfs,NC_a
karina,karina,np,NC_a
pinguino,pingüino,n,NC_o
saluda,saluda,nms,NC_a
centena,centena,nfs,NC_a
trazada,trazado,n,NC_o
biologia,biología,n,NC_a
hado,hado,nms,NC_o
nooo,nooo,n,NC_o
tranca,tranca,nms,NC_a
ratonera,ratonera,nfs,NC_a
leia,leia,n,NC_a
lolita,lolita,nfs,NC_a
broca,broca,nfs,NC_a
subsecretaría,subsecretaría,nfs,NC_a
precandidata,precandidato,n,NC_o
muñequito,muñequito,n,NC_o
placita,placita,n,NC_a
campa,campa,n,NC_a
notariado,notariado,nms,NC_o
obrera,obrera,n,NC_a
verdolaga,verdolaga,nfs,NC_a
azucena,azucena,nfs,NC_a
pol?tica,pol?tica,n,NC_a
bota,bota,n,NC_a
lumbrera,lumbrera,nfs,NC_a
mecanico,mecánico,n,NC_o
ortega,ortega,np,NC_a
puerco,puerco,n,NC_o
reservado,reservado,nms,NC_o
pronuncia,pronuncia,nfs,NC_a
dharma,dharma,n,NC_a
pobrecita,pobrecito,n,NC_o
tuna,tuna,nfs,NC_a
bencina,bencina,nfs,NC_a
bolillo,bolillo,nms,NC_o
fono,fono,nms,NC_o
baboso,baboso,nms,NC_o
cañada,cañada,nfs,NC_a
gasista,gasista,nms,NC_a
antillano,antillano,nms,NC_o
castilla,castilla,nfs,NC_a
cinematógrafo,cinematógrafo,nms,NC_o
artìculo,artículo,n,NC_o
dermatóloga,dermatólogo,nfs,NC_o
tostado,tostado,nms,NC_o
camila,camila,np,NC_a
narcotrafico,narcotráfico,n,NC_o
fifa,fifa,n,NC_a
garito,garito,nms,NC_o
seguro,seguro,jn,NC_o
vana,vana,n,NC_a
afeitado,afeitado,nms,NC_o
anecdotario,anecdotario,nms,NC_o
basto,basto,nms,NC_o
emilio,emilio,nms,NC_o
zumba,zumba,nfs,NC_a
friso,friso,nms,NC_o
kuna,kuna,n,NC_a
trio,trío,n,NC_o
chato,chato,nms,NC_o
plasta,plasta,nms,NC_a
alguito,alguito,n,NC_o
huequito,huequito,n,NC_o
monito,moñito,n,NC_o
oculista,oculista,nms,NC_a
organo,organo,n,NC_o
pajarillo,pajarillo,n,NC_o
cruzado,cruzado,nms,NC_o
olimpia,olimpia,n,NC_a
salsera,salsera,nfs,NC_a
vestidito,vestidito,n,NC_o
bandolera,bandolera,nfs,NC_a
comidilla,comidilla,nfs,NC_a
cotorra,cotorra,nfs,NC_a
floresta,floresta,nfs,NC_a
antimonio,antimonio,nms,NC_o
lenguado,lenguado,nms,NC_o
planchado,planchado,nms,NC_o
seño,seño,n,NC_o
=o,=o,n,NC_o
ismo,ismo,nms,NC_o
noo,noo,n,NC_o
duela,duela,nfs,NC_a
exnovia,exnovia,n,NC_a
sobrina,sobrino,n,NC_o
guayabo,guayabo,nms,NC_o
modorra,modorra,nfs,NC_a
saquito,saquito,n,NC_o
lanzado,lanzado,nms,NC_o
arta,arta,nfs,NC_a
fria,fria,n,NC_a
planetario,planetario,nms,NC_o
pobla,puebla,n,NC_a
masilla,masilla,nfs,NC_a
papada,papada,nfs,NC_a
carbonero,carbonero,nms,NC_o
derechazo,derechazo,nms,NC_o
mija,hijo,n,NC_o
lila,lila,nms,NC_a
melo,melo,np,NC_o
m?sica,m?sica,n,NC_a
retículo,retículo,nms,NC_o
lechera,lechera,nfs,NC_a
rayito,rayito,n,NC_o
fruta,fruta,n,NC_a
divisoria,divisoria,nfs,NC_a
guajiro,guajiro,nms,NC_o
herrera,herrera,nfs,NC_a
puya,puya,nfs,NC_a
salamandra,salamandra,nfs,NC_a
palma,palma,n,NC_a
panceta,panceta,nfs,NC_a
saya,saya,nfs,NC_a
ciclado,ciclado,n,NC_o
cuajada,cuajada,nfs,NC_a
dano,daño,n,NC_o
mientra,mientra,n,NC_a
refrendo,refrendo,nms,NC_o
hucha,hucha,nfs,NC_a
santero,santero,nms,NC_o
cesio,cesio,nms,NC_o
mancebo,mancebo,nms,NC_o
perestroika,perestroika,nfs,NC_a
playita,playita,n,NC_a
raspado,raspado,nms,NC_o
capazo,capazo,nms,NC_o
tibio,tibio,n,NC_o
esperiencia,experiencia,n,NC_a
batida,batida,nfs,NC_a
mortadela,mortadela,nfs,NC_a
buenazo,buenazo,nms,NC_o
rayita,rayita,n,NC_a
esquela,esquela,nfs,NC_a
guineo,guineo,nms,NC_o
horma,horma,nfs,NC_a
antinomia,antinomia,nfs,NC_a
arribista,arribista,nms,NC_a
papagayo,papagayo,nms,NC_o
ripio,ripio,nms,NC_o
yunta,yunta,nfs,NC_a
capricornio,capricornio,nms,NC_o
ginecologa,ginecóloga,n,NC_a
homónimo,homónimo,nms,NC_o
vicuña,vicuña,nfs,NC_a
devota,devota,nfs,NC_a
piquito,piquito,n,NC_o
argucia,argucia,nfs,NC_a
becado,becado,nms,NC_o
llendo,llendo,n,NC_o
arbolado,arbolado,nms,NC_o
algarrobo,algarrobo,nms,NC_o
monismo,monismo,nms,NC_o
pica,pico,n,NC_o
bandolero,bandolero,nms,NC_o
olimpo,olimpo,nms,NC_o
subcomisario,subcomisario,nms,NC_o
gotero,gotero,nms,NC_o
pelada,pelada,nfs,NC_a
cachorrito,cachorrito,n,NC_o
cela,cela,nfs,NC_a
centralita,centralita,nfs,NC_a
­a,­a,n,NC_a
homóloga,homólogo,n,NC_o
montonera,montonera,nfs,NC_a
cmo,cmo,n,NC_o
tantra,tantra,nms,NC_a
cogollo,cogollo,nms,NC_o
girado,girado,n,NC_o
picha,picha,nfs,NC_a
soldadito,soldadito,nms,NC_o
sagitario,sagitario,nms,NC_o
chucho,chucho,n,NC_o
ltimo,ltimo,n,NC_o
pepita,pepita,nfs,NC_a
hidrogeno,hidrógeno,n,NC_o
palmito,palmito,nms,NC_o
patera,patera,nfs,NC_a
peculio,peculio,nms,NC_o
sirvio,sirvio,n,NC_o
abeto,abeto,nms,NC_o
chuño,chuño,nms,NC_o
preuniversitario,preuniversitario,nms,NC_o
astrofísico,astrofísico,nms,NC_o
cubito,cubito,nms,NC_o
halo,halo,n,NC_o
marrano,marrano,nms,NC_o
volea,volea,nfs,NC_a
barcaza,barcaza,nfs,NC_a
depresivo,depresivo,nms,NC_o
pela,pelo,n,NC_o
quena,quena,nfs,NC_a
sexteto,sexteto,nms,NC_o
armadillo,armadillo,nms,NC_o
mariquita,mariquita,nms,NC_a
tablado,tablado,nms,NC_o
exfuncionario,exfuncionario,n,NC_o
rafa,rafa,nfs,NC_a
rocoto,rocoto,n,NC_o
archienemigo,archienemigo,n,NC_o
barro,barro,n,NC_o
laburo,laburo,n,NC_o
mezquino,mezquino,nms,NC_o
tono,tono,n,NC_o
capitana,capitana,nfs,NC_a
gastroenterólogo,gastroenterólogo,n,NC_o
hidráulica,hidráulica,nfs,NC_a
lenteja,lenteja,nms,NC_a
pupa,pupa,nfs,NC_a
rabillo,rabillo,nms,NC_o
canelo,canelo,n,NC_o
niñato,niñato,nms,NC_o
rastrillo,rastrillo,nms,NC_o
cometario,comentario,n,NC_o
hermanamiento,hermanamiento,nms,NC_o
rota,rota,nfs,NC_a
orca,orca,nfs,NC_a
pansa,pansa,nfs,NC_a
pepito,pepito,nms,NC_o
zerevro,cerebro,n,NC_o
zara,zara,nfs,NC_a
diabla,diabla,nfs,NC_a
guacamaya,guacamaya,nfs,NC_a
chanchito,chanchito,n,NC_o
regina,regina,n,NC_a
adúltera,adúltera,nfs,NC_a
bellota,bellota,nfs,NC_a
hormiguita,hormiguita,nfs,NC_a
minotauro,minotauro,n,NC_o
microscopía,microscopía,nfs,NC_a
popo,popo,n,NC_o
fusta,fusta,nfs,NC_a
desaparecio,desaparecio,n,NC_o
mocoso,mocoso,nms,NC_o
reportera,reportero,n,NC_o
torera,torera,nfs,NC_a
valgo,valgo,n,NC_o
tertuliano,tertuliano,nms,NC_o
coqueta,coqueta,nfs,NC_a
accionariado,accionariado,nms,NC_o
aserradero,aserradero,nms,NC_o
ahijada,ahijada,nfs,NC_a
locatario,locatario,nms,NC_o
mango,mango,n,NC_o
portero,portero,n,NC_o
soto,soto,nms,NC_o
estera,estera,nfs,NC_a
tatarabuelo,tatarabuelo,nms,NC_o
mojito,mojito,nms,NC_o
quina,quina,nfs,NC_a
chavalo,chavalo,nms,NC_o
dalia,dalia,nfs,NC_a
tipazo,tipazo,nms,NC_o
legionario,legionario,nms,NC_o
retorica,retórica,n,NC_a
