word,lemma_old,POS_old,IC_old,English,Animate,Innapropriate,Derivational,Potentially_Use,Other_POS,Span_Dic_Freq,Verb_Frequency,Adj_Frequency,Other_Freq,Regional_Use,Regional_dont_use,Use,log_freq,stim_list,lemma_new,POS_new,IC_new
comerso,,,,,,,,,,,,,,,,,,,comerso,n,nc_o
cometario,,,,,,,,,,,,,,,,,,,comentario,n,nc_o
cometna,,,,,,,,,,,,,,,,,,,cometna,n,nc_a
cometno,,,,,,,,,,,,,,,,,,,cometno,n,nc_o
comeza,,,,,,,,,,,,,,,,,,,comeza,n,nc_a
comezo,,,,,,,,,,,,,,,,,,,comezo,n,nc_o
comfia,,,,,,,,,,,,,,,,,,,comfia,n,nc_a
comfio,,,,,,,,,,,,,,,,,,,comfio,n,nc_o
comfirma,,,,,,,,,,,,,,,,,,,comfirma,n,nc_a
comfirmada,,,,,,,,,,,,,,,,,,,comfirmada,n,nc_a
comfirmado,,,,,,,,,,,,,,,,,,,comfirmado,n,nc_o
comfirmo,,,,,,,,,,,,,,,,,,,comfirmo,n,nc_o
comformada,,,,,,,,,,,,,,,,,,,comformada,n,nc_a
comformado,,,,,,,,,,,,,,,,,,,comformado,n,nc_o
comforta,,,,,,,,,,,,,,,,,,,comforta,n,nc_a
comforto,,,,,,,,,,,,,,,,,,,comforto,n,nc_o
comica,,,,,,,,,,,,,,,,,,,comica,n,nc_a
comicionada,,,,,,,,,,,,,,,,,,,comicionada,n,nc_a
comicionado,,,,,,,,,,,,,,,,,,,comicionado,n,nc_o
comico,,,,,,,,,,,,,,,,,,,cÃ³mico,n,nc_o
comida.la,,,,,,,,,,,,,,,,,,,comida.la,n,nc_a
comida.lo,,,,,,,,,,,,,,,,,,,comida.lo,n,nc_o
comidaa,,,,,,,,,,,,,,,,,,,comidaa,n,nc_a
comidao,,,,,,,,,,,,,,,,,,,comidao,n,nc_o
comidia,,,,,,,,,,,,,,,,,,,comidia,n,nc_a
comidilla,,,,,,,,,,,,,,,,,,,comidilla,nfs,nc_a
comidillo,,,,,,,,,,,,,,,,,,,comidillo,n,nc_o
comidio,,,,,,,,,,,,,,,,,,,comidio,n,nc_o
comidita,,,,,,,,,,,,,,,,,,,comidita,n,nc_a
comidito,,,,,,,,,,,,,,,,,,,comidito,n,nc_o
comiemza,,,,,,,,,,,,,,,,,,,comiemza,n,nc_a
comiemzo,,,,,,,,,,,,,,,,,,,comiemzo,n,nc_o
comienda,,,,,,,,,,,,,,,,,,,comienda,nfs,nc_a
comiendo,,,,,,,,,,,,,,,,,,,comiendo,n,nc_o
comiensa,,,,,,,,,,,,,,,,,,,comiensa,n,nc_a
comienso,,,,,,,,,,,,,,,,,,,comienso,n,nc_o
comienxa,,,,,,,,,,,,,,,,,,,comienxa,n,nc_a
comienxo,,,,,,,,,,,,,,,,,,,comienxo,n,nc_o
comienza,,,,,,,,,,,,,,,,,,,comienza,n,nc_a
comienzaa,,,,,,,,,,,,,,,,,,,comienzaa,n,nc_a
comienzao,,,,,,,,,,,,,,,,,,,comienzao,n,nc_o
comienzo,,,,,,,,,,,,,,,,,,,comienzo,nms,nc_o
comienÂ­za,,,,,,,,,,,,,,,,,,,comienÂ­za,n,nc_a
comienÂ­zo,,,,,,,,,,,,,,,,,,,comienÂ­zo,n,nc_o
comienÃ§a,,,,,,,,,,,,,,,,,,,comienÃ§a,n,nc_a
comienÃ§o,,,,,,,,,,,,,,,,,,,comienÃ§o,n,nc_o
comieza,,,,,,,,,,,,,,,,,,,comieza,n,nc_a
comiezo,,,,,,,,,,,,,,,,,,,comiezo,n,nc_o
comilla,,,,,,,,,,,,,,,,,,,comilla,n,nc_a
comillo,,,,,,,,,,,,,,,,,,,comillo,n,nc_o
comina,,,,,,,,,,,,,,,,,,,comina,n,nc_a
cominada,,,,,,,,,,,,,,,,,,,cominada,n,nc_a
cominado,,,,,,,,,,,,,,,,,,,cominado,n,nc_o
cominda,,,,,,,,,,,,,,,,,,,cominda,n,nc_a
comindo,,,,,,,,,,,,,,,,,,,comindo,n,nc_o
comineza,,,,,,,,,,,,,,,,,,,comineza,n,nc_a
cominezo,,,,,,,,,,,,,,,,,,,cominezo,n,nc_o
comino,,,,,,,,,,,,,,,,,,,comino,nms,nc_o
cominsa,,,,,,,,,,,,,,,,,,,cominsa,n,nc_a
cominso,,,,,,,,,,,,,,,,,,,cominso,n,nc_o
cominza,,,,,,,,,,,,,,,,,,,cominza,n,nc_a
cominzo,,,,,,,,,,,,,,,,,,,cominzo,n,nc_o
comiquera,,,,,,,,,,,,,,,,,,,comiquera,n,nc_a
comiquero,,,,,,,,,,,,,,,,,,,comiquero,n,nc_o
comiquisima,,,,,,,,,,,,,,,,,,,comiquisima,n,nc_a
comiquisimo,,,,,,,,,,,,,,,,,,,comiquisimo,n,nc_o
comiquita,,,,,,,,,,,,,,,,,,,comiquita,nfs,nc_a
comiquito,,,,,,,,,,,,,,,,,,,comiquito,n,nc_o
comisariada,,,,,,,,,,,,,,,,,,,comisariada,n,nc_a
comisariado,,,,,,,,,,,,,,,,,,,comisariado,nms,nc_o
comisarÃ­a,,,,,,,,,,,,,,,,,,,comisarÃ­a,nfs,nc_a
comisarÃ­a,,,,,,,,,,,,,,,,,,,comisarÃ­a,n,nc_a
comisarÃ­o,,,,,,,,,,,,,,,,,,,comisarÃ­o,n,nc_o
comiseria,,,,,,,,,,,,,,,,,,,comiseria,n,nc_a
comiserio,,,,,,,,,,,,,,,,,,,comiserio,n,nc_o
comisionada,,,,,,,,,,,,,,,,,,,comisionada,nfs,nc_a
comisionado,,,,,,,,,,,,,,,,,,,comisionado,nms,nc_o
comisionaria,,,,,,,,,,,,,,,,,,,comisionaria,n,nc_a
comisionario,,,,,,,,,,,,,,,,,,,comisionario,n,nc_o
comisria,,,,,,,,,,,,,,,,,,,comisria,n,nc_a
comisrio,,,,,,,,,,,,,,,,,,,comisrio,n,nc_o
comissaria,,,,,,,,,,,,,,,,,,,comissaria,n,nc_a
comissario,,,,,,,,,,,,,,,,,,,comissario,n,nc_o
comiteca,,,,,,,,,,,,,,,,,,,comiteca,n,nc_a
comiteco,,,,,,,,,,,,,,,,,,,comiteco,n,nc_o
comiÂ­da,,,,,,,,,,,,,,,,,,,comiÂ­da,n,nc_a
comiÂ­do,,,,,,,,,,,,,,,,,,,comiÂ­do,n,nc_o
comlpeja,,,,,,,,,,,,,,,,,,,comlpeja,n,nc_a
comlpejo,,,,,,,,,,,,,,,,,,,comlpejo,n,nc_o
comma,,,,,,,,,,,,,,,,,,,comma,n,nc_a
commo,,,,,,,,,,,,,,,,,,,commo,n,nc_o
communia,,,,,,,,,,,,,,,,,,,communia,n,nc_a
communio,,,,,,,,,,,,,,,,,,,communio,n,nc_o
comnienza,,,,,,,,,,,,,,,,,,,comnienza,n,nc_a
comnienzo,,,,,,,,,,,,,,,,,,,comnienzo,n,nc_o
comnotada,,,,,,,,,,,,,,,,,,,comnotada,n,nc_a
comnotado,,,,,,,,,,,,,,,,,,,comnotado,n,nc_o
comnpleja,,,,,,,,,,,,,,,,,,,comnpleja,n,nc_a
comnplejo,,,,,,,,,,,,,,,,,,,comnplejo,n,nc_o
comoa,,,,,,,,,,,,,,,,,,,comoa,n,nc_a
comocida,,,,,,,,,,,,,,,,,,,comocida,n,nc_a
comocido,,,,,,,,,,,,,,,,,,,comocido,n,nc_o
comodataria,,,,,,,,,,,,,,,,,,,comodataria,nfs,nc_a
comodatario,,,,,,,,,,,,,,,,,,,comodatario,n,nc_o
comodisima,,,,,,,,,,,,,,,,,,,comodisima,n,nc_a
comodisimo,,,,,,,,,,,,,,,,,,,comodisimo,n,nc_o
comodita,,,,,,,,,,,,,,,,,,,comodita,n,nc_a
comodito,,,,,,,,,,,,,,,,,,,comodito,n,nc_o
comoenza,,,,,,,,,,,,,,,,,,,comoenza,n,nc_a
comoenzo,,,,,,,,,,,,,,,,,,,comoenzo,n,nc_o
comoesta,,,,,,,,,,,,,,,,,,,comoesta,n,nc_a
comoesto,,,,,,,,,,,,,,,,,,,comoesto,n,nc_o
comola,,,,,,,,,,,,,,,,,,,comola,n,nc_a
comolo,,,,,,,,,,,,,,,,,,,comolo,n,nc_o
comoo,,,,,,,,,,,,,,,,,,,comoo,n,nc_o
comopra,,,,,,,,,,,,,,,,,,,comopra,n,nc_a
comopro,,,,,,,,,,,,,,,,,,,comopro,n,nc_o
comotoda,,,,,,,,,,,,,,,,,,,comotoda,n,nc_a
comotodo,,,,,,,,,,,,,,,,,,,comotodo,n,nc_o
comouna,,,,,,,,,,,,,,,,,,,comouna,n,nc_a
comouno,,,,,,,,,,,,,,,,,,,comouno,n,nc_o
comoya,,,,,,,,,,,,,,,,,,,comoya,n,nc_a
comoyo,,,,,,,,,,,,,,,,,,,comoyo,n,nc_o
compa,,,,,,,,,,,,,,,,,,,compa,nms,nc_a
compa,,,,,,,,,,,,,,,,,,,compaÃ±ero,n,nc_o
compaa,,,,,,,,,,,,,,,,,,,compaa,n,nc_a
compactita,,,,,,,,,,,,,,,,,,,compactita,n,nc_a
compactito,,,,,,,,,,,,,,,,,,,compactito,n,nc_o
compada,,,,,,,,,,,,,,,,,,,compada,n,nc_a
compadesca,,,,,,,,,,,,,,,,,,,compadesca,n,nc_a
compadesco,,,,,,,,,,,,,,,,,,,compadesco,n,nc_o
compado,,,,,,,,,,,,,,,,,,,compado,n,nc_o
compadrerÃ­a,,,,,,,,,,,,,,,,,,,compadrerÃ­a,nfs,nc_a
compadrerÃ­o,,,,,,,,,,,,,,,,,,,compadrerÃ­o,n,nc_o
compadrita,,,,,,,,,,,,,,,,,,,compadrita,n,nc_a
compadrito,,,,,,,,,,,,,,,,,,,compadrito,nms,nc_o
compana,,,,,,,,,,,,,,,,,,,compana,n,nc_a
companerita,,,,,,,,,,,,,,,,,,,companerita,n,nc_a
companerito,,,,,,,,,,,,,,,,,,,companerito,n,nc_o
compania,,,,,,,,,,,,,,,,,,,compania,n,nc_a
companio,,,,,,,,,,,,,,,,,,,companio,n,nc_o
compano,,,,,,,,,,,,,,,,,,,compano,n,nc_o
compao,,,,,,,,,,,,,,,,,,,compao,n,nc_o
comparaa,,,,,,,,,,,,,,,,,,,comparaa,n,nc_a
comparada,,,,,,,,,,,,,,,,,,,comparada,n,nc_a
comparadla,,,,,,,,,,,,,,,,,,,comparadla,n,nc_a
comparadlo,,,,,,,,,,,,,,,,,,,comparadlo,n,nc_o
comparado,,,,,,,,,,,,,,,,,,,comparado,n,nc_o
comparala,,,,,,,,,,,,,,,,,,,comparala,n,nc_a
comparalo,,,,,,,,,,,,,,,,,,,comparalo,n,nc_o
comparao,,,,,,,,,,,,,,,,,,,comparao,n,nc_o
comparela,,,,,,,,,,,,,,,,,,,comparela,n,nc_a
comparelo,,,,,,,,,,,,,,,,,,,comparelo,n,nc_o
comparemosla,,,,,,,,,,,,,,,,,,,comparemosla,n,nc_a
comparemoslo,,,,,,,,,,,,,,,,,,,comparemoslo,n,nc_o
comparenla,,,,,,,,,,,,,,,,,,,comparenla,n,nc_a
comparenlo,,,,,,,,,,,,,,,,,,,comparenlo,n,nc_o
comparirla,,,,,,,,,,,,,,,,,,,comparirla,n,nc_a
comparirlo,,,,,,,,,,,,,,,,,,,comparirlo,n,nc_o
comparla,,,,,,,,,,,,,,,,,,,comparla,n,nc_a
comparlo,,,,,,,,,,,,,,,,,,,comparlo,n,nc_o
comparta,,,,,,,,,,,,,,,,,,,comparta,n,nc_a
compartanla,,,,,,,,,,,,,,,,,,,compartanla,n,nc_a
compartanlo,,,,,,,,,,,,,,,,,,,compartanlo,n,nc_o
compartia,,,,,,,,,,,,,,,,,,,compartia,n,nc_a
compartida,,,,,,,,,,,,,,,,,,,compartida,n,nc_a
compartidla,,,,,,,,,,,,,,,,,,,compartidla,n,nc_a
compartidlo,,,,,,,,,,,,,,,,,,,compartidlo,n,nc_o
compartido,,,,,,,,,,,,,,,,,,,compartido,n,nc_o
compartila,,,,,,,,,,,,,,,,,,,compartila,n,nc_a
compartilo,,,,,,,,,,,,,,,,,,,compartilo,n,nc_o
compartio,,,,,,,,,,,,,,,,,,,compartio,n,nc_o
comparto,,,,,,,,,,,,,,,,,,,comparto,n,nc_o
compasionada,,,,,,,,,,,,,,,,,,,compasionada,n,nc_a
compasionado,,,,,,,,,,,,,,,,,,,compasionado,n,nc_o
compatirla,,,,,,,,,,,,,,,,,,,compatirla,n,nc_a
compatirlo,,,,,,,,,,,,,,,,,,,compatirlo,n,nc_o
compatriota,,,,,,,,,,,,,,,,,,,compatriota,nms,nc_a
compatrioto,,,,,,,,,,,,,,,,,,,compatrioto,nms,nc_o
compaÃ±a,,,,,,,,,,,,,,,,,,,compaÃ±a,nfs,nc_a
compaÃ±ada,,,,,,,,,,,,,,,,,,,compaÃ±ada,n,nc_a
compaÃ±ado,,,,,,,,,,,,,,,,,,,compaÃ±ado,n,nc_o
compaÃ±ebria,,,,,,,,,,,,,,,,,,,compaÃ±ebria,n,nc_a
compaÃ±ebrio,,,,,,,,,,,,,,,,,,,compaÃ±ebrio,n,nc_o
compaÃ±eroa,,,,,,,,,,,,,,,,,,,compaÃ±eroa,n,nc_a
compaÃ±eroo,,,,,,,,,,,,,,,,,,,compaÃ±eroo,n,nc_o
compaÃ±ia.la,,,,,,,,,,,,,,,,,,,compaÃ±ia.la,n,nc_a
compaÃ±ia.lo,,,,,,,,,,,,,,,,,,,compaÃ±ia.lo,n,nc_o
compaÃ±o,,,,,,,,,,,,,,,,,,,compaÃ±o,nms,nc_o
compelta,,,,,,,,,,,,,,,,,,,compelta,n,nc_a
compelto,,,,,,,,,,,,,,,,,,,compelto,n,nc_o
compencia,,,,,,,,,,,,,,,,,,,compencia,n,nc_a
compencio,,,,,,,,,,,,,,,,,,,compencio,n,nc_o
compendida,,,,,,,,,,,,,,,,,,,compendida,n,nc_a
compendido,,,,,,,,,,,,,,,,,,,compendido,n,nc_o
compenza,,,,,,,,,,,,,,,,,,,compenza,n,nc_a
compenzo,,,,,,,,,,,,,,,,,,,compenzo,n,nc_o
comperta,,,,,,,,,,,,,,,,,,,comperta,n,nc_a
comperto,,,,,,,,,,,,,,,,,,,comperto,n,nc_o
competira,,,,,,,,,,,,,,,,,,,competira,n,nc_a
competiro,,,,,,,,,,,,,,,,,,,competiro,n,nc_o
competitiba,,,,,,,,,,,,,,,,,,,competitiba,n,nc_a
competitibo,,,,,,,,,,,,,,,,,,,competitibo,n,nc_o
competiva,,,,,,,,,,,,,,,,,,,competiva,n,nc_a
competivo,,,,,,,,,,,,,,,,,,,competivo,n,nc_o
compeÃ±erita,,,,,,,,,,,,,,,,,,,compeÃ±erita,n,nc_a
compeÃ±erito,,,,,,,,,,,,,,,,,,,compeÃ±erito,n,nc_o
compla,,,,,,,,,,,,,,,,,,,compla,n,nc_a
complacia,,,,,,,,,,,,,,,,,,,complacia,n,nc_a
complacio,,,,,,,,,,,,,,,,,,,complacio,n,nc_o
complasca,,,,,,,,,,,,,,,,,,,complasca,n,nc_a
complasco,,,,,,,,,,,,,,,,,,,complasco,n,nc_o
complaserla,,,,,,,,,,,,,,,,,,,complaserla,n,nc_a
complaserlo,,,,,,,,,,,,,,,,,,,complaserlo,n,nc_o
complejada,,,,,,,,,,,,,,,,,,,complejada,n,nc_a
complejado,,,,,,,,,,,,,,,,,,,complejado,n,nc_o
complejizada,,,,,,,,,,,,,,,,,,,complejizada,n,nc_a
complejizado,,,,,,,,,,,,,,,,,,,complejizado,n,nc_o
complejizarla,,,,,,,,,,,,,,,,,,,complejizarla,n,nc_a
complejizarlo,,,,,,,,,,,,,,,,,,,complejizarlo,n,nc_o
complementaria,,,,,,,,,,,,,,,,,,,complementaria,n,nc_a
complementario,,,,,,,,,,,,,,,,,,,complementario,n,nc_o
completa,,,,,,,,,,,,,,,,,,,completa,n,nc_a
completa-la,,,,,,,,,,,,,,,,,,,completa-la,n,nc_a
completa-lo,,,,,,,,,,,,,,,,,,,completa-lo,n,nc_o
completaa,,,,,,,,,,,,,,,,,,,completaa,n,nc_a
completamenta,,,,,,,,,,,,,,,,,,,completamenta,n,nc_a
completamento,,,,,,,,,,,,,,,,,,,completamento,n,nc_o
completao,,,,,,,,,,,,,,,,,,,completao,n,nc_o
completarla,,,,,,,,,,,,,,,,,,,completarla,n,nc_a
completarlo,,,,,,,,,,,,,,,,,,,completarlo,n,nc_o
completela,,,,,,,,,,,,,,,,,,,completela,n,nc_a
completelo,,,,,,,,,,,,,,,,,,,completelo,n,nc_o
completica,,,,,,,,,,,,,,,,,,,completica,n,nc_a
completico,,,,,,,,,,,,,,,,,,,completico,n,nc_o
completisima,,,,,,,,,,,,,,,,,,,completisima,n,nc_a
completisimo,,,,,,,,,,,,,,,,,,,completisimo,n,nc_o
completita,,,,,,,,,,,,,,,,,,,completita,n,nc_a
completito,,,,,,,,,,,,,,,,,,,completito,n,nc_o
completo,,,,,,,,,,,,,,,,,,,completo,nms,nc_o
compleÂ­ta,,,,,,,,,,,,,,,,,,,compleÂ­ta,n,nc_a
compleÂ­to,,,,,,,,,,,,,,,,,,,compleÂ­to,n,nc_o
complicadilla,,,,,,,,,,,,,,,,,,,complicadilla,n,nc_a
complicadillo,,,,,,,,,,,,,,,,,,,complicadillo,n,nc_o
complicadisima,,,,,,,,,,,,,,,,,,,complicadisima,n,nc_a
complicadisimo,,,,,,,,,,,,,,,,,,,complicadisimo,n,nc_o
complicita,,,,,,,,,,,,,,,,,,,complicita,n,nc_a
complicito,,,,,,,,,,,,,,,,,,,complicito,n,nc_o
complida,,,,,,,,,,,,,,,,,,,complida,n,nc_a
complido,,,,,,,,,,,,,,,,,,,complido,n,nc_o
complikada,,,,,,,,,,,,,,,,,,,complikada,n,nc_a
complikado,,,,,,,,,,,,,,,,,,,complikado,n,nc_o
complo,,,,,,,,,,,,,,,,,,,complo,n,nc_o
compo,,,,,,,,,,,,,,,,,,,compo,n,nc_o
compo,,,,,,,,,,,,,,,,,,,compaÃ±ero,n,nc_o
componla,,,,,,,,,,,,,,,,,,,componla,n,nc_a
componlo,,,,,,,,,,,,,,,,,,,componlo,n,nc_o
comportida,,,,,,,,,,,,,,,,,,,comportida,n,nc_a
comportido,,,,,,,,,,,,,,,,,,,comportido,n,nc_o
composita,,,,,,,,,,,,,,,,,,,composita,n,nc_a
composito,,,,,,,,,,,,,,,,,,,composito,n,nc_o
composta,,,,,,,,,,,,,,,,,,,composta,n,nc_a
compostada,,,,,,,,,,,,,,,,,,,compostada,n,nc_a
compostado,,,,,,,,,,,,,,,,,,,compostado,n,nc_o
compostarla,,,,,,,,,,,,,,,,,,,compostarla,n,nc_a
compostarlo,,,,,,,,,,,,,,,,,,,compostarlo,n,nc_o
composto,,,,,,,,,,,,,,,,,,,composto,n,nc_o
compra,,,,,,,,,,,,,,,,,,,compra,nfs,nc_a
compraa,,,,,,,,,,,,,,,,,,,compraa,n,nc_a
compradla,,,,,,,,,,,,,,,,,,,compradla,n,nc_a
compradlo,,,,,,,,,,,,,,,,,,,compradlo,n,nc_o
comprala,,,,,,,,,,,,,,,,,,,comprala,n,nc_a
compralo,,,,,,,,,,,,,,,,,,,compralo,n,nc_o
comprao,,,,,,,,,,,,,,,,,,,comprao,n,nc_o
comprar-la,,,,,,,,,,,,,,,,,,,comprar-la,n,nc_a
comprar-lo,,,,,,,,,,,,,,,,,,,comprar-lo,n,nc_o
comprarala,,,,,,,,,,,,,,,,,,,comprarala,n,nc_a
compraralo,,,,,,,,,,,,,,,,,,,compraralo,n,nc_o
comprarda,,,,,,,,,,,,,,,,,,,comprarda,n,nc_a
comprardo,,,,,,,,,,,,,,,,,,,comprardo,n,nc_o
comprarma,,,,,,,,,,,,,,,,,,,comprarma,n,nc_a
comprarmo,,,,,,,,,,,,,,,,,,,comprarmo,n,nc_o
comprarna,,,,,,,,,,,,,,,,,,,comprarna,n,nc_a
comprarno,,,,,,,,,,,,,,,,,,,comprarno,n,nc_o
comprata,,,,,,,,,,,,,,,,,,,comprata,n,nc_a
compratida,,,,,,,,,,,,,,,,,,,compratida,n,nc_a
compratido,,,,,,,,,,,,,,,,,,,compratido,n,nc_o
compratirla,,,,,,,,,,,,,,,,,,,compratirla,n,nc_a
compratirlo,,,,,,,,,,,,,,,,,,,compratirlo,n,nc_o
comprativa,,,,,,,,,,,,,,,,,,,comprativa,n,nc_a
comprativo,,,,,,,,,,,,,,,,,,,comprativo,n,nc_o
comprato,,,,,,,,,,,,,,,,,,,comprato,n,nc_o
compreda,,,,,,,,,,,,,,,,,,,compreda,n,nc_a
compredia,,,,,,,,,,,,,,,,,,,compredia,n,nc_a
compredida,,,,,,,,,,,,,,,,,,,compredida,n,nc_a
compredido,,,,,,,,,,,,,,,,,,,compredido,n,nc_o
compredio,,,,,,,,,,,,,,,,,,,compredio,n,nc_o
compredo,,,,,,,,,,,,,,,,,,,compredo,n,nc_o
comprela,,,,,,,,,,,,,,,,,,,comprela,n,nc_a
comprelo,,,,,,,,,,,,,,,,,,,comprelo,n,nc_o
compremetida,,,,,,,,,,,,,,,,,,,compremetida,n,nc_a
compremetido,,,,,,,,,,,,,,,,,,,compremetido,n,nc_o
comprendedla,,,,,,,,,,,,,,,,,,,comprendedla,n,nc_a
comprendedlo,,,,,,,,,,,,,,,,,,,comprendedlo,n,nc_o
comprendela,,,,,,,,,,,,,,,,,,,comprendela,n,nc_a
comprendelo,,,,,,,,,,,,,,,,,,,comprendelo,n,nc_o
comprenderla,,,,,,,,,,,,,,,,,,,comprenderla,n,nc_a
comprenderlo,,,,,,,,,,,,,,,,,,,comprenderlo,n,nc_o
comprendia,,,,,,,,,,,,,,,,,,,comprendia,n,nc_a
comprendio,,,,,,,,,,,,,,,,,,,comprendio,n,nc_o
comprenla,,,,,,,,,,,,,,,,,,,comprenla,n,nc_a
comprenlo,,,,,,,,,,,,,,,,,,,comprenlo,n,nc_o
comprensa,,,,,,,,,,,,,,,,,,,comprensa,n,nc_a
comprenso,,,,,,,,,,,,,,,,,,,comprenso,n,nc_o
compresa,,,,,,,,,,,,,,,,,,,compresa,nfs,nc_a
compreso,,,,,,,,,,,,,,,,,,,compreso,n,nc_o
compreta,,,,,,,,,,,,,,,,,,,compreta,n,nc_a
compreto,,,,,,,,,,,,,,,,,,,compreto,n,nc_o
comprimia,,,,,,,,,,,,,,,,,,,comprimia,n,nc_a
comprimio,,,,,,,,,,,,,,,,,,,comprimio,n,nc_o
comprnda,,,,,,,,,,,,,,,,,,,comprnda,n,nc_a
comprndo,,,,,,,,,,,,,,,,,,,comprndo,n,nc_o
compro,,,,,,,,,,,,,,,,,,,compro,n,nc_o
comprobadisima,,,,,,,,,,,,,,,,,,,comprobadisima,n,nc_a
comprobadisimo,,,,,,,,,,,,,,,,,,,comprobadisimo,n,nc_o
comprometia,,,,,,,,,,,,,,,,,,,comprometia,n,nc_a
comprometio,,,,,,,,,,,,,,,,,,,comprometio,n,nc_o
compromisa,,,,,,,,,,,,,,,,,,,compromisa,n,nc_a
compromisaria,,,,,,,,,,,,,,,,,,,compromisaria,nfs,nc_a
compromisario,,,,,,,,,,,,,,,,,,,compromisario,nms,nc_o
compromiso,,,,,,,,,,,,,,,,,,,compromiso,nms,nc_o
comprota,,,,,,,,,,,,,,,,,,,comprota,n,nc_a
comproto,,,,,,,,,,,,,,,,,,,comproto,n,nc_o
comprova,,,,,,,,,,,,,,,,,,,comprova,n,nc_a
comprovada,,,,,,,,,,,,,,,,,,,comprovada,n,nc_a
comprovado,,,,,,,,,,,,,,,,,,,comprovado,n,nc_o
comprovo,,,,,,,,,,,,,,,,,,,comprovo,n,nc_o
comprra,,,,,,,,,,,,,,,,,,,comprra,n,nc_a
comprro,,,,,,,,,,,,,,,,,,,comprro,n,nc_o
compruba,,,,,,,,,,,,,,,,,,,compruba,n,nc_a
comprubo,,,,,,,,,,,,,,,,,,,comprubo,n,nc_o
comprueva,,,,,,,,,,,,,,,,,,,comprueva,n,nc_a
compruevo,,,,,,,,,,,,,,,,,,,compruevo,n,nc_o
compta,,,,,,,,,,,,,,,,,,,compta,n,nc_a
compto,,,,,,,,,,,,,,,,,,,compto,nms,nc_o
compueblana,,,,,,,,,,,,,,,,,,,compueblana,nfs,nc_a
compueblano,,,,,,,,,,,,,,,,,,,compueblano,n,nc_o
compuesta,,,,,,,,,,,,,,,,,,,compuesta,nfs,nc_a
compuesto,,,,,,,,,,,,,,,,,,,compuesto,nms,nc_o
compueta,,,,,,,,,,,,,,,,,,,compueta,n,nc_a
compueto,,,,,,,,,,,,,,,,,,,compueto,n,nc_o
compulsa,,,,,,,,,,,,,,,,,,,compulsa,nfs,nc_a
compulso,,,,,,,,,,,,,,,,,,,compulso,n,nc_o
compurgada,,,,,,,,,,,,,,,,,,,compurgada,n,nc_a
compurgado,,,,,,,,,,,,,,,,,,,compurgado,n,nc_o
compusta,,,,,,,,,,,,,,,,,,,compusta,n,nc_a
compusto,,,,,,,,,,,,,,,,,,,compusto,n,nc_o
computa,,,,,,,,,,,,,,,,,,,computa,n,nc_a
computerizada,,,,,,,,,,,,,,,,,,,computerizada,n,nc_a
computerizado,,,,,,,,,,,,,,,,,,,computerizado,n,nc_o
comra,,,,,,,,,,,,,,,,,,,comra,n,nc_a
comro,,,,,,,,,,,,,,,,,,,comro,n,nc_o
comrpa,,,,,,,,,,,,,,,,,,,comrpa,n,nc_a
comrparla,,,,,,,,,,,,,,,,,,,comrparla,n,nc_a
comrparlo,,,,,,,,,,,,,,,,,,,comrparlo,n,nc_o
comrpo,,,,,,,,,,,,,,,,,,,comrpo,n,nc_o
comta,,,,,,,,,,,,,,,,,,,comta,n,nc_a
comtempla,,,,,,,,,,,,,,,,,,,comtempla,n,nc_a
comtemplada,,,,,,,,,,,,,,,,,,,comtemplada,n,nc_a
comtemplado,,,,,,,,,,,,,,,,,,,comtemplado,n,nc_o
comtemplo,,,,,,,,,,,,,,,,,,,comtemplo,n,nc_o
comto,,,,,,,,,,,,,,,,,,,comto,n,nc_o
comuna,,,,,,,,,,,,,,,,,,,comuna,nfs,nc_a
comunacha,,,,,,,,,,,,,,,,,,,comunacha,n,nc_a
comunacho,,,,,,,,,,,,,,,,,,,comunacho,n,nc_o
comunaria,,,,,,,,,,,,,,,,,,,comunaria,n,nc_a
comunario,,,,,,,,,,,,,,,,,,,comunario,n,nc_o
comunciada,,,,,,,,,,,,,,,,,,,comunciada,n,nc_a
comunciado,,,,,,,,,,,,,,,,,,,comunciado,n,nc_o
comunera,,,,,,,,,,,,,,,,,,,comunera,n,nc_a
comunero,,,,,,,,,,,,,,,,,,,comunero,n,nc_o
comunia,,,,,,,,,,,,,,,,,,,comunia,n,nc_a
comuniaria,,,,,,,,,,,,,,,,,,,comuniaria,n,nc_a
comuniario,,,,,,,,,,,,,,,,,,,comuniario,n,nc_o
comunicaa,,,,,,,,,,,,,,,,,,,comunicaa,n,nc_a
comunicaciÃ³na,,,,,,,,,,,,,,,,,,,comunicaciÃ³na,n,nc_a
comunicaciÃ³no,,,,,,,,,,,,,,,,,,,comunicaciÃ³no,n,nc_o
comunicala,,,,,,,,,,,,,,,,,,,comunicala,n,nc_a
comunicalo,,,,,,,,,,,,,,,,,,,comunicalo,n,nc_o
comunicao,,,,,,,,,,,,,,,,,,,comunicao,n,nc_o
comunicologa,,,,,,,,,,,,,,,,,,,comunicologa,n,nc_a
comunicologo,,,,,,,,,,,,,,,,,,,comunicologo,n,nc_o
comunicÃ³loga,,,,,,,,,,,,,,,,,,,comunicÃ³logo,n,nc_o
comunicÃ³loga,,,,,,,,,,,,,,,,,,,comunicÃ³logo,nfs,nc_o
comunicÃ³loga,,,,,,,,,,,,,,,,,,,comunicÃ³loga,nfs,nc_a
