word,lemma_old,POS_old,IC_old,English,Animate,Innapropriate,Derivational,Potentially_Use,Other_POS,Span_Dic_Freq,Verb_Frequency,Adj_Frequency,Other_Freq,Regional_Use,Regional_dont_use,Use,log_freq,stim_list,lemma_new,POS_new,IC_new
sisto,,,,,,,,,,,,,,,,,,,sisto,n,nc_o
sitama,,,,,,,,,,,,,,,,,,,sitama,n,nc_a
sitamo,,,,,,,,,,,,,,,,,,,sitamo,n,nc_o
sitea,,,,,,,,,,,,,,,,,,,sitea,n,nc_a
sitema,,,,,,,,,,,,,,,,,,,sistema,n,nc_a
siteo,,,,,,,,,,,,,,,,,,,siteo,n,nc_o
sitica,,,,,,,,,,,,,,,,,,,sitica,n,nc_a
sitico,,,,,,,,,,,,,,,,,,,sitico,n,nc_o
sitioa,,,,,,,,,,,,,,,,,,,sitioa,n,nc_a
sitioo,,,,,,,,,,,,,,,,,,,sitioo,n,nc_o
sitiva,,,,,,,,,,,,,,,,,,,sitiva,n,nc_a
sitivo,,,,,,,,,,,,,,,,,,,sitivo,n,nc_o
situaciÃ³a,,,,,,,,,,,,,,,,,,,situaciÃ³a,n,nc_a
situaciÃ³na,,,,,,,,,,,,,,,,,,,situaciÃ³na,n,nc_a
situaciÃ³no,,,,,,,,,,,,,,,,,,,situaciÃ³no,n,nc_o
situaciÃ³o,,,,,,,,,,,,,,,,,,,situaciÃ³o,n,nc_o
situada,,,,,,,,,,,,,,,,,,,situada,n,nc_a
situado,,,,,,,,,,,,,,,,,,,situado,nms,nc_o
situala,,,,,,,,,,,,,,,,,,,situala,n,nc_a
situalo,,,,,,,,,,,,,,,,,,,situalo,n,nc_o
siuda,,,,,,,,,,,,,,,,,,,siuda,n,nc_a
siudadana,,,,,,,,,,,,,,,,,,,siudadana,n,nc_a
siudadano,,,,,,,,,,,,,,,,,,,siudadano,n,nc_o
siudo,,,,,,,,,,,,,,,,,,,siudo,n,nc_o
siuna,,,,,,,,,,,,,,,,,,,siuna,n,nc_a
siuneÃ±a,,,,,,,,,,,,,,,,,,,siuneÃ±a,n,nc_a
siuneÃ±o,,,,,,,,,,,,,,,,,,,siuneÃ±o,n,nc_o
siuno,,,,,,,,,,,,,,,,,,,siuno,n,nc_o
siutica,,,,,,,,,,,,,,,,,,,siutica,n,nc_a
siutico,,,,,,,,,,,,,,,,,,,siutico,n,nc_o
siva,,,,,,,,,,,,,,,,,,,siva,n,nc_a
sivia,,,,,,,,,,,,,,,,,,,sivia,n,nc_a
sivio,,,,,,,,,,,,,,,,,,,sivio,n,nc_o
sivo,,,,,,,,,,,,,,,,,,,sivo,n,nc_o
sixta,,,,,,,,,,,,,,,,,,,sixta,n,nc_a
sixto,,,,,,,,,,,,,,,,,,,sixto,n,nc_o
siya,,,,,,,,,,,,,,,,,,,siya,n,nc_a
siyo,,,,,,,,,,,,,,,,,,,siyo,n,nc_o
siza,,,,,,,,,,,,,,,,,,,siza,n,nc_a
sizaÃ±a,,,,,,,,,,,,,,,,,,,sizaÃ±a,n,nc_a
sizaÃ±o,,,,,,,,,,,,,,,,,,,sizaÃ±o,n,nc_o
sizo,,,,,,,,,,,,,,,,,,,sizo,n,nc_o
siÂ­niestra,,,,,,,,,,,,,,,,,,,siÂ­niestra,n,nc_a
siÂ­niestro,,,,,,,,,,,,,,,,,,,siÂ­niestro,n,nc_o
skandala,,,,,,,,,,,,,,,,,,,skandala,n,nc_a
skandalo,,,,,,,,,,,,,,,,,,,skandalo,n,nc_o
skia,,,,,,,,,,,,,,,,,,,skia,n,nc_a
skio,,,,,,,,,,,,,,,,,,,skio,n,nc_o
skuxa,,,,,,,,,,,,,,,,,,,skuxa,n,nc_a
skuxo,,,,,,,,,,,,,,,,,,,skuxo,n,nc_o
sla,,,,,,,,,,,,,,,,,,,sla,n,nc_a
slada,,,,,,,,,,,,,,,,,,,slada,n,nc_a
slado,,,,,,,,,,,,,,,,,,,slado,n,nc_o
slaga,,,,,,,,,,,,,,,,,,,slaga,n,nc_a
slago,,,,,,,,,,,,,,,,,,,slago,n,nc_o
slaida,,,,,,,,,,,,,,,,,,,slaida,n,nc_a
slaido,,,,,,,,,,,,,,,,,,,slaido,n,nc_o
slga,,,,,,,,,,,,,,,,,,,slga,n,nc_a
slgo,,,,,,,,,,,,,,,,,,,slgo,n,nc_o
slida,,,,,,,,,,,,,,,,,,,slida,n,nc_a
slido,,,,,,,,,,,,,,,,,,,slido,n,nc_o
slo,,,,,,,,,,,,,,,,,,,slo,n,nc_o
sloca,,,,,,,,,,,,,,,,,,,sloca,n,nc_a
sloco,,,,,,,,,,,,,,,,,,,sloco,n,nc_o
sloka,,,,,,,,,,,,,,,,,,,sloka,n,nc_a
sloko,,,,,,,,,,,,,,,,,,,sloko,n,nc_o
slsa,,,,,,,,,,,,,,,,,,,slsa,n,nc_a
slso,,,,,,,,,,,,,,,,,,,slso,n,nc_o
slva,,,,,,,,,,,,,,,,,,,slva,n,nc_a
slvo,,,,,,,,,,,,,,,,,,,slvo,n,nc_o
sma,,,,,,,,,,,,,,,,,,,sma,n,nc_a
smata,,,,,,,,,,,,,,,,,,,smata,n,nc_a
smato,,,,,,,,,,,,,,,,,,,smato,n,nc_o
smedia,,,,,,,,,,,,,,,,,,,smedia,n,nc_a
smedio,,,,,,,,,,,,,,,,,,,smedio,n,nc_o
smica,,,,,,,,,,,,,,,,,,,smica,n,nc_a
smico,,,,,,,,,,,,,,,,,,,smico,n,nc_o
smiga,,,,,,,,,,,,,,,,,,,smiga,n,nc_a
smigo,,,,,,,,,,,,,,,,,,,smigo,n,nc_o
smo,,,,,,,,,,,,,,,,,,,smo,n,nc_o
snata,,,,,,,,,,,,,,,,,,,snata,n,nc_a
snato,,,,,,,,,,,,,,,,,,,snato,n,nc_o
so,,,,,,,,,,,,,,,,,,,so,n,nc_o
so-la,,,,,,,,,,,,,,,,,,,so-la,n,nc_a
so-lo,,,,,,,,,,,,,,,,,,,so-lo,n,nc_o
so?ada,,,,,,,,,,,,,,,,,,,so?ada,n,nc_a
so?ado,,,,,,,,,,,,,,,,,,,so?ado,n,nc_o
soa,,,,,,,,,,,,,,,,,,,soa,n,nc_a
soba,,,,,,,,,,,,,,,,0,,,soba,nfs,nc_a
sobaca,,,,,,,,,,,,,,,,,,,sobaca,n,nc_a
sobaco,,,,,,,,,,,,,,,,,,,sobaco,nms,nc_o
sobala,,,,,,,,,,,,,,,,,,,sobala,n,nc_a
sobalo,,,,,,,,,,,,,,,,,,,sobalo,n,nc_o
sobeja,,,,,,,,,,,,,,,,,,,sobeja,n,nc_a
sobejo,,,,,,,,,,,,,,,,,,,sobejo,nms,nc_o
soberuia,,,,,,,,,,,,,,,,,,,soberuia,n,nc_a
soberuio,,,,,,,,,,,,,,,,,,,soberuio,n,nc_o
sobervia,,,,,,,,,,,,,,,,,,,sobervia,n,nc_a
sobervio,,,,,,,,,,,,,,,,,,,sobervio,n,nc_o
soberÂ­bia,,,,,,,,,,,,,,,,,,,soberÂ­bia,n,nc_a
soberÂ­bio,,,,,,,,,,,,,,,,,,,soberÂ­bio,n,nc_o
sobetea,,,,,,,,,,,,,,,,,,,sobetea,n,nc_a
sobeteo,,,,,,,,,,,,,,,,,,,sobeteo,nms,nc_o
sobinita,,,,,,,,,,,,,,,,,,,sobinita,n,nc_a
sobinito,,,,,,,,,,,,,,,,,,,sobinito,n,nc_o
sobo,,,,,,,,,,,,,,,,0,,,sobo,nms,nc_o
sobonea,,,,,,,,,,,,,,,,,,,sobonea,n,nc_a
soboneo,,,,,,,,,,,,,,,,,,,soboneo,n,nc_o
sobradera,,,,,,,,,,,,,,,,,,,sobradera,n,nc_a
sobradero,,,,,,,,,,,,,,,,,,,sobradero,nms,nc_o
sobradisima,,,,,,,,,,,,,,,,,,,sobradisima,n,nc_a
sobradisimo,,,,,,,,,,,,,,,,,,,sobradisimo,n,nc_o
sobre-carga,,,,,,,,,,,,,,,,,,,sobre-carga,n,nc_a
sobre-cargo,,,,,,,,,,,,,,,,,,,sobre-cargo,n,nc_o
sobre-la,,,,,,,,,,,,,,,,,,,sobre-la,n,nc_a
sobre-lo,,,,,,,,,,,,,,,,,,,sobre-lo,n,nc_o
sobreagregada,,,,,,,,,,,,,,,,,,,sobreagregada,n,nc_a
sobreagregado,,,,,,,,,,,,,,,,,,,sobreagregado,n,nc_o
sobrebaÃ±ada,,,,,,,,,,,,,,,,,,,sobrebaÃ±ada,n,nc_a
sobrebaÃ±ado,,,,,,,,,,,,,,,,,,,sobrebaÃ±ado,n,nc_o
sobrebia,,,,,,,,,,,,,,,,,,,sobrebia,n,nc_a
sobrebibia,,,,,,,,,,,,,,,,,,,sobrebibia,n,nc_a
sobrebibio,,,,,,,,,,,,,,,,,,,sobrebibio,n,nc_o
sobrebio,,,,,,,,,,,,,,,,,,,sobrebio,n,nc_o
sobrecalificada,,,,,,,,,,,,,,,,,,,sobrecalificada,n,nc_a
sobrecalificado,,,,,,,,,,,,,,,,,,,sobrecalificado,n,nc_o
sobrecarga,,,,,,,,,,,,,,,,0,,,sobrecarga,nfs,nc_a
sobrecargo,,,,,,,,,,,,,,,,0,,,sobrecargo,nms,nc_o
sobreceja,,,,,,,,,,,,,,,,0,,,sobreceja,nfs,nc_a
sobrecejo,,,,,,,,,,,,,,,,0,,,sobrecejo,nms,nc_o
sobrecompensada,,,,,,,,,,,,,,,,,,,sobrecompensada,n,nc_a
sobrecompensado,,,,,,,,,,,,,,,,,,,sobrecompensado,n,nc_o
sobrecomprada,,,,,,,,,,,,,,,,,,,sobrecomprada,n,nc_a
sobrecomprado,,,,,,,,,,,,,,,,,,,sobrecomprado,n,nc_o
sobrecualificada,,,,,,,,,,,,,,,,,,,sobrecualificada,n,nc_a
sobrecualificado,,,,,,,,,,,,,,,,,,,sobrecualificado,n,nc_o
sobredeterminada,,,,,,,,,,,,,,,,,,,sobredeterminada,n,nc_a
sobredeterminado,,,,,,,,,,,,,,,,,,,sobredeterminado,n,nc_o
sobrediagnosticada,,,,,,,,,,,,,,,,,,,sobrediagnosticada,n,nc_a
sobrediagnosticado,,,,,,,,,,,,,,,,,,,sobrediagnosticado,n,nc_o
sobredimencionada,,,,,,,,,,,,,,,,,,,sobredimencionada,n,nc_a
sobredimencionado,,,,,,,,,,,,,,,,,,,sobredimencionado,n,nc_o
sobreescalada,,,,,,,,,,,,,,,,,,,sobreescalada,n,nc_a
sobreescalado,,,,,,,,,,,,,,,,,,,sobreescalado,n,nc_o
sobreesfuerza,,,,,,,,,,,,,,,,,,,sobreesfuerza,n,nc_a
sobreesfuerzo,,,,,,,,,,,,,,,,,,,sobreesfuerzo,nms,nc_o
sobreestimulada,,,,,,,,,,,,,,,,,,,sobreestimulada,n,nc_a
sobreestimulado,,,,,,,,,,,,,,,,,,,sobreestimulado,n,nc_o
sobreexaltada,,,,,,,,,,,,,,,,,,,sobreexaltada,n,nc_a
sobreexaltado,,,,,,,,,,,,,,,,,,,sobreexaltado,n,nc_o
sobreexplotada,,,,,,,,,,,,,,,,,,,sobreexplotada,n,nc_a
sobreexplotado,,,,,,,,,,,,,,,,,,,sobreexplotado,n,nc_o
sobreexplotarla,,,,,,,,,,,,,,,,,,,sobreexplotarla,n,nc_a
sobreexplotarlo,,,,,,,,,,,,,,,,,,,sobreexplotarlo,n,nc_o
sobreexpresada,,,,,,,,,,,,,,,,,,,sobreexpresada,n,nc_a
sobreexpresado,,,,,,,,,,,,,,,,,,,sobreexpresado,n,nc_o
sobrefacturada,,,,,,,,,,,,,,,,,,,sobrefacturada,n,nc_a
sobrefacturado,,,,,,,,,,,,,,,,,,,sobrefacturado,n,nc_o
sobrefertilizada,,,,,,,,,,,,,,,,,,,sobrefertilizada,n,nc_a
sobrefertilizado,,,,,,,,,,,,,,,,,,,sobrefertilizado,n,nc_o
sobreimpresionada,,,,,,,,,,,,,,,,,,,sobreimpresionada,n,nc_a
sobreimpresionado,,,,,,,,,,,,,,,,,,,sobreimpresionado,n,nc_o
sobreinflada,,,,,,,,,,,,,,,,,,,sobreinflada,n,nc_a
sobreinflado,,,,,,,,,,,,,,,,,,,sobreinflado,n,nc_o
sobrela,,,,,,,,,,,,,,,,,,,sobrela,n,nc_a
sobrelo,,,,,,,,,,,,,,,,,,,sobrelo,n,nc_o
sobremencionada,,,,,,,,,,,,,,,,,,,sobremencionada,n,nc_a
sobremencionado,,,,,,,,,,,,,,,,,,,sobremencionado,n,nc_o
sobremuestreada,,,,,,,,,,,,,,,,,,,sobremuestreada,n,nc_a
sobremuestreado,,,,,,,,,,,,,,,,,,,sobremuestreado,n,nc_o
sobreocupada,,,,,,,,,,,,,,,,,,,sobreocupada,n,nc_a
sobreocupado,,,,,,,,,,,,,,,,,,,sobreocupado,n,nc_o
sobrepoblada,,,,,,,,,,,,,,,,,,,sobrepoblada,n,nc_a
sobrepoblado,,,,,,,,,,,,,,,,,,,sobrepoblado,n,nc_o
sobreprima,,,,,,,,,,,,,,,,,,,sobreprima,n,nc_a
sobreprimo,,,,,,,,,,,,,,,,,,,sobreprimo,n,nc_o
sobreproducida,,,,,,,,,,,,,,,,,,,sobreproducida,n,nc_a
sobreproducido,,,,,,,,,,,,,,,,,,,sobreproducido,n,nc_o
sobreprotegerla,,,,,,,,,,,,,,,,,,,sobreprotegerla,n,nc_a
sobreprotegerlo,,,,,,,,,,,,,,,,,,,sobreprotegerlo,n,nc_o
sobreprotegia,,,,,,,,,,,,,,,,,,,sobreprotegia,n,nc_a
sobreprotegida,,,,,,,,,,,,,,,,,,,sobreprotegida,n,nc_a
sobreprotegido,,,,,,,,,,,,,,,,,,,sobreprotegido,n,nc_o
sobreprotegio,,,,,,,,,,,,,,,,,,,sobreprotegio,n,nc_o
sobreproteja,,,,,,,,,,,,,,,,,,,sobreproteja,n,nc_a
sobreprotejo,,,,,,,,,,,,,,,,,,,sobreprotejo,n,nc_o
sobrerbia,,,,,,,,,,,,,,,,,,,sobrerbia,n,nc_a
sobrerbio,,,,,,,,,,,,,,,,,,,sobrerbio,n,nc_o
sobreregulada,,,,,,,,,,,,,,,,,,,sobreregulada,n,nc_a
sobreregulado,,,,,,,,,,,,,,,,,,,sobreregulado,n,nc_o
sobresalia,,,,,,,,,,,,,,,,,,,sobresalia,n,nc_a
sobresalio,,,,,,,,,,,,,,,,,,,sobresalio,n,nc_o
sobresdrÃºjula,,,,,,,,,,,,,,,,0,,,sobresdrÃºjula,nfs,nc_a
sobresdrÃºjulo,,,,,,,,,,,,,,,,0,,,sobresdrÃºjulo,nms,nc_o
sobreutilizada,,,,,,,,,,,,,,,,,,,sobreutilizada,n,nc_a
sobreutilizado,,,,,,,,,,,,,,,,,,,sobreutilizado,n,nc_o
sobrevaloradisima,,,,,,,,,,,,,,,,,,,sobrevaloradisima,n,nc_a
sobrevaloradisimo,,,,,,,,,,,,,,,,,,,sobrevaloradisimo,n,nc_o
sobrevendida,,,,,,,,,,,,,,,,,,,sobrevendida,n,nc_a
sobrevendido,,,,,,,,,,,,,,,,,,,sobrevendido,n,nc_o
sobrevia,,,,,,,,,,,,,,,,,,,sobrevia,n,nc_a
sobrevio,,,,,,,,,,,,,,,,,,,sobrevio,n,nc_o
sobrevivia,,,,,,,,,,,,,,,,,,,sobrevivia,n,nc_a
sobrevivio,,,,,,,,,,,,,,,,,,,sobrevivio,n,nc_o
sobrexplotada,,,,,,,,,,,,,,,,,,,sobrexplotada,n,nc_a
sobrexplotado,,,,,,,,,,,,,,,,,,,sobrexplotado,n,nc_o
sobrima,,,,,,,,,,,,,,,,,,,sobrima,n,nc_a
sobrimo,,,,,,,,,,,,,,,,,,,sobrimo,n,nc_o
sobrina,,,,,,,,,,,,,,,,,,,sobrina,n,nc_a
sobrina,,,,,,,,,,,,,,,,,,,sobrino,n,nc_o
sobrinilla,,,,,,,,,,,,,,,,,,,sobrinilla,n,nc_a
sobrinillo,,,,,,,,,,,,,,,,,,,sobrinillo,n,nc_o
sobrinisima,,,,,,,,,,,,,,,,,,,sobrinisima,n,nc_a
sobrinisimo,,,,,,,,,,,,,,,,,,,sobrinisimo,n,nc_o
sobrino,,,,,,,,,,,,,,,,,,,sobrino,nms,nc_o
sobrino,,,,,,,,,,,,,,,,,,,sobrino,n,nc_o
sobrita,,,,,,,,,,,,,,,,,,,sobrita,n,nc_a
sobrito,,,,,,,,,,,,,,,,,,,sobrito,n,nc_o
sobtina,,,,,,,,,,,,,,,,,,,sobtina,n,nc_a
sobtino,,,,,,,,,,,,,,,,,,,sobtino,n,nc_o
socala,,,,,,,,,,,,,,,,,,,socala,n,nc_a
socalo,,,,,,,,,,,,,,,,,,,socalo,n,nc_o
socca,,,,,,,,,,,,,,,,,,,socca,n,nc_a
socco,,,,,,,,,,,,,,,,,,,socco,n,nc_o
socia,,,,,,,,,,,,,,,,0,,,socia,nfs,nc_a
sociabiliza,,,,,,,,,,,,,,,,,,,sociabiliza,n,nc_a
sociabilizo,,,,,,,,,,,,,,,,,,,sociabilizo,n,nc_o
sociada,,,,,,,,,,,,,,,,,,,sociada,n,nc_a
sociado,,,,,,,,,,,,,,,,,,,sociado,n,nc_o
sociala,,,,,,,,,,,,,,,,,,,sociala,n,nc_a
socialcretina,,,,,,,,,,,,,,,,,,,socialcretina,n,nc_a
socialcretino,,,,,,,,,,,,,,,,,,,socialcretino,n,nc_o
socialcristiana,,,,,,,,,,,,,,,,,,,socialcristiana,n,nc_a
socialcristiano,,,,,,,,,,,,,,,,,,,socialcristiano,n,nc_o
socialista,,,,,,,,,,,,,,,,,,,socialista,nms,nc_a
socialisto,,,,,,,,,,,,,,,,,,,socialisto,n,nc_o
socialita,,,,,,,,,,,,,,,,,,,socialita,n,nc_a
socialito,,,,,,,,,,,,,,,,,,,socialito,n,nc_o
socialo,,,,,,,,,,,,,,,,,,,socialo,n,nc_o
sociedad.a,,,,,,,,,,,,,,,,,,,sociedad.a,n,nc_a
sociedad.o,,,,,,,,,,,,,,,,,,,sociedad.o,n,nc_o
sociedada,,,,,,,,,,,,,,,,,,,sociedada,n,nc_a
sociedadla,,,,,,,,,,,,,,,,,,,sociedadla,n,nc_a
sociedadlo,,,,,,,,,,,,,,,,,,,sociedadlo,n,nc_o
sociedado,,,,,,,,,,,,,,,,,,,sociedado,n,nc_o
socilista,,,,,,,,,,,,,,,,,,,socilista,n,nc_a
socilisto,,,,,,,,,,,,,,,,,,,socilisto,n,nc_o
socio,,,,,,,,,,,,,,,,0,,,socio,nms,nc_o
socioa,,,,,,,,,,,,,,,,,,,socioa,n,nc_a
socioafectiva,,,,,,,,,,,,,,,,,,,socioafectiva,n,nc_a
socioafectivo,,,,,,,,,,,,,,,,,,,socioafectivo,n,nc_o
sociobiÃ³loga,,,,,,,,,,,,,,,,,,,sociobiÃ³logo,n,nc_o
sociobiÃ³logo,,,,,,,,,,,,,,,,,,,sociobiÃ³logo,n,nc_o
sociocomunitaria,,,,,,,,,,,,,,,,,,,sociocomunitaria,n,nc_a
sociocomunitario,,,,,,,,,,,,,,,,,,,sociocomunitario,n,nc_o
socioeconomica,,,,,,,,,,,,,,,,,,,socioeconomica,n,nc_a
socioeconomico,,,,,,,,,,,,,,,,,,,socioeconomico,n,nc_o
sociohistÃ³rica,,,,,,,,,,,,,,,,,,,sociohistÃ³rica,n,nc_a
sociohistÃ³rico,,,,,,,,,,,,,,,,,,,sociohistÃ³rico,n,nc_o
sociolista,,,,,,,,,,,,,,,,,,,sociolista,n,nc_a
sociolisto,,,,,,,,,,,,,,,,,,,sociolisto,n,nc_o
sociologa,,,,,,,,,,,,,,,,,,,sociologa,n,nc_a
sociologica,,,,,,,,,,,,,,,,,,,sociologica,n,nc_a
sociologico,,,,,,,,,,,,,,,,,,,sociologico,n,nc_o
sociologo,,,,,,,,,,,,,,,,,,,sociÃ³logo,n,nc_o
sociolÃ³ga,,,,,,,,,,,,,,,,,,,sociolÃ³ga,n,nc_a
sociolÃ³go,,,,,,,,,,,,,,,,,,,sociolÃ³go,n,nc_o
socioo,,,,,,,,,,,,,,,,,,,socioo,n,nc_o
sociopolitica,,,,,,,,,,,,,,,,,,,sociopolitica,n,nc_a
sociopolitico,,,,,,,,,,,,,,,,,,,sociopolitico,n,nc_o
socioproductiva,,,,,,,,,,,,,,,,,,,socioproductiva,n,nc_a
socioproductivo,,,,,,,,,,,,,,,,,,,socioproductivo,n,nc_o
socita,,,,,,,,,,,,,,,,,,,socita,n,nc_a
socito,,,,,,,,,,,,,,,,,,,socito,n,nc_o
sociÃ³loga,,,,,,,,,,,,,,,,0,,,sociÃ³logo,nfs,nc_o
sociÃ³logo,,,,,,,,,,,,,,,,0,,,sociÃ³logo,nms,nc_o
soda,,,,,,,,,,,,,,,,,,,soda,nfs,nc_a
sodia,,,,,,,,,,,,,,,,,,,sodia,n,nc_a
sodio,,,,,,,,,,,,,,,,,,,sodio,nms,nc_o
sodo,,,,,,,,,,,,,,,,,,,sodo,n,nc_o
sodoma,,,,,,,,,,,,,,,,,,,sodoma,n,nc_a
sodomo,,,,,,,,,,,,,,,,,,,sodomo,n,nc_o
sofa,,,,,,,,,,,,,,,,,,,sofa,n,nc_a
sofisma,,,,,,,,,,,,,,,,0,,,sofisma,nms,nc_a
sofismo,,,,,,,,,,,,,,,,0,,,sofismo,nms,nc_o
sofita,,,,,,,,,,,,,,,,,,,sofita,n,nc_a
sofito,,,,,,,,,,,,,,,,,,,sofito,nms,nc_o
sofo,,,,,,,,,,,,,,,,,,,sofo,n,nc_o
sofria,,,,,,,,,,,,,,,,,,,sofria,n,nc_a
sofrida,,,,,,,,,,,,,,,,,,,sofrida,n,nc_a
sofrido,,,,,,,,,,,,,,,,,,,sofrido,n,nc_o
sofrio,,,,,,,,,,,,,,,,,,,sofrio,n,nc_o
sofrita,,,,,,,,,,,,,,,,,,,sofrita,n,nc_a
sofrito,,,,,,,,,,,,,,,,,,,sofrito,nms,nc_o
sofrÃ³loga,,,,,,,,,,,,,,,,0,,,sofrÃ³logo,nfs,nc_o
sofrÃ³logo,,,,,,,,,,,,,,,,0,,,sofrÃ³logo,nms,nc_o
soga,,,,,,,,,,,,,,,,,,,soga,nms,nc_a
sogdiana,,,,,,,,,,,,,,,,0,,,sogdiana,nfs,nc_a
sogdiano,,,,,,,,,,,,,,,,0,,,sogdiano,nms,nc_o
sogo,,,,,,,,,,,,,,,,,,,sogo,n,nc_o
soha,,,,,,,,,,,,,,,,,,,soha,n,nc_a
soho,,,,,,,,,,,,,,,,,,,soho,n,nc_o
soila,,,,,,,,,,,,,,,,,,,soila,n,nc_a
soilo,,,,,,,,,,,,,,,,,,,soilo,n,nc_o
soja,,,,,,,,,,,,,,,,,,,soja,nfs,nc_a
sojo,,,,,,,,,,,,,,,,,,,sojo,n,nc_o
soka,,,,,,,,,,,,,,,,,,,soka,n,nc_a
soko,,,,,,,,,,,,,,,,,,,soko,n,nc_o
sola,,,,,,,,,,,,,,,,,,,sola,n,nc_a
solada,,,,,,,,,,,,,,,,0,,,solada,nfs,nc_a
solado,,,,,,,,,,,,,,,,0,,,solado,nms,nc_o
solamenta,,,,,,,,,,,,,,,,,,,solamenta,n,nc_a
solamento,,,,,,,,,,,,,,,,,,,solamento,n,nc_o
solanera,,,,,,,,,,,,,,,,,,,solanera,nfs,nc_a
solanero,,,,,,,,,,,,,,,,,,,solanero,n,nc_o
solapa,,,,,,,,,,,,,,,,0,,,solapa,nfs,nc_a
solapo,,,,,,,,,,,,,,,,0,,,solapo,nms,nc_o
solaria,,,,,,,,,,,,,,,,,,,solaria,n,nc_a
solario,,,,,,,,,,,,,,,,,,,solario,nms,nc_o
solarizada,,,,,,,,,,,,,,,,,,,solarizada,n,nc_a
solarizado,,,,,,,,,,,,,,,,,,,solarizado,n,nc_o
solcita,,,,,,,,,,,,,,,,,,,solcita,n,nc_a
solcito,,,,,,,,,,,,,,,,,,,solcito,n,nc_o
soldada,,,,,,,,,,,,,,,,,,,soldado,n,nc_o
soldada,,,,,,,,,,,,,,,,,,,soldada,nfs,nc_a
soldadesca,,,,,,,,,,,,,,,,0,,,soldadesca,nfs,nc_a
soldadesco,,,,,,,,,,,,,,,,0,,,soldadesco,nfs,nc_o
soldadita,,,,,,,,,,,,,,,,,,,soldadita,n,nc_a
soldadito,,,,,,,,,,,,,,,,,,,soldadito,nms,nc_o
soldado,,,,,,,,,,,,,,,,,,,soldado,nms,nc_o
soldado,,,,,,,,,,,,,,,,,,,soldado,n,nc_o
soledada,,,,,,,,,,,,,,,,,,,soledada,n,nc_a
soledado,,,,,,,,,,,,,,,,,,,soledado,n,nc_o
soledeÃ±a,,,,,,,,,,,,,,,,,,,soledeÃ±a,n,nc_a
soledeÃ±o,,,,,,,,,,,,,,,,,,,soledeÃ±o,n,nc_o
solencia,,,,,,,,,,,,,,,,,,,solencia,n,nc_a
solencio,,,,,,,,,,,,,,,,,,,solencio,n,nc_o
solera,,,,,,,,,,,,,,,,0,,,solera,nfs,nc_a
solerita,,,,,,,,,,,,,,,,,,,solerita,n,nc_a
solerito,,,,,,,,,,,,,,,,,,,solerito,n,nc_o
solero,,,,,,,,,,,,,,,,0,,,solero,nms,nc_o
solferina,,,,,,,,,,,,,,,,,,,solferina,n,nc_a
solferino,,,,,,,,,,,,,,,,,,,solferino,n,nc_o
solicitala,,,,,,,,,,,,,,,,,,,solicitala,n,nc_a
solicitalo,,,,,,,,,,,,,,,,,,,solicitalo,n,nc_o
solicitela,,,,,,,,,,,,,,,,,,,solicitela,n,nc_a
solicitelo,,,,,,,,,,,,,,,,,,,solicitelo,n,nc_o
soliiiita,,,,,,,,,,,,,,,,,,,soliiiita,n,nc_a
soliiiito,,,,,,,,,,,,,,,,,,,soliiiito,n,nc_o
solisita,,,,,,,,,,,,,,,,,,,solisita,n,nc_a
solisito,,,,,,,,,,,,,,,,,,,solisito,n,nc_o
solla,,,,,,,,,,,,,,,,0,,,solla,nfs,nc_a
sollo,,,,,,,,,,,,,,,,0,,,sollo,nms,nc_o
solo,,,,,,,,,,,,,,,,,,,solo,nms,nc_o
solo.a,,,,,,,,,,,,,,,,,,,solo.a,n,nc_a
solo.o,,,,,,,,,,,,,,,,,,,solo.o,n,nc_o
soloa,,,,,,,,,,,,,,,,,,,soloa,n,nc_a
sololateca,,,,,,,,,,,,,,,,0,,,sololateca,nfs,nc_a
sololateco,,,,,,,,,,,,,,,,0,,,sololateco,nms,nc_o
soloma,,,,,,,,,,,,,,,,,,,soloma,n,nc_a
solomo,,,,,,,,,,,,,,,,,,,solomo,nms,nc_o
soloo,,,,,,,,,,,,,,,,,,,soloo,n,nc_o
solorida,,,,,,,,,,,,,,,,,,,solorida,n,nc_a
solorido,,,,,,,,,,,,,,,,,,,solorido,n,nc_o
solouna,,,,,,,,,,,,,,,,,,,solouna,n,nc_a
solouno,,,,,,,,,,,,,,,,,,,solouno,n,nc_o
solpa,,,,,,,,,,,,,,,,,,,solpa,n,nc_a
solpo,,,,,,,,,,,,,,,,,,,solpo,n,nc_o
solsa,,,,,,,,,,,,,,,,,,,solsa,n,nc_a
solso,,,,,,,,,,,,,,,,,,,solso,n,nc_o
soltadera,,,,,,,,,,,,,,,,,,,soltadera,n,nc_a
soltadero,,,,,,,,,,,,,,,,,,,soltadero,n,nc_o
soltala,,,,,,,,,,,,,,,,,,,soltala,n,nc_a
soltalo,,,,,,,,,,,,,,,,,,,soltalo,n,nc_o
soltaria,,,,,,,,,,,,,,,,,,,soltaria,n,nc_a
soltario,,,,,,,,,,,,,,,,,,,soltario,n,nc_o
soltarla,,,,,,,,,,,,,,,,,,,soltarla,n,nc_a
soltarlo,,,,,,,,,,,,,,,,,,,soltarlo,n,nc_o
solteraa,,,,,,,,,,,,,,,,,,,solteraa,n,nc_a
