word,wordID_set,lemma,POS,Inflection_Class,Meaning,Animacy,Innapropriate?,Derivational Morpheme?,Potential,
´santo,{2466517},´santo,n,NC_O,,,,,,
´toma,{3458418},´toma,n,NC_A,,,,,,
´tomo,{2466554},´tomo,n,NC_O,,,,,,
´´a,{1120620},´´a,n,NC_A,,,,,,
´´o,{3457443},´´o,n,NC_O,,,,,,
´´ya,{2466245},´´ya,n,NC_A,,,,,,
´´yo,{1015858},´´yo,n,NC_O,,,,,,
´ésta,{2466347},´ésta,n,NC_A,,,,,,
´ésto,{3457817},´ésto,n,NC_O,,,,,,
´última,{3458446},´última,n,NC_A,,,,,,
´último,{2466561},´último,n,NC_O,,,,,,
½blica,{1120699},½blica,n,NC_A,,,,,,
½blico,{3460975},½blico,n,NC_O,,,,,,
½rica,{1015906},½rica,n,NC_A,,,,,,
½rico,{2467357},½rico,n,NC_O,,,,,,
½stica,{2467359},½stica,n,NC_A,,,,,,
½stico,{2467360},½stico,n,NC_O,,,,,,
½tula,{3461036},½tula,n,NC_A,,,,,,
½tulo,{3461037},½tulo,n,NC_O,,,,,,
¾la,{2467364},¾la,n,NC_A,,,,,,
¾lo,{3461051},¾lo,n,NC_O,,,,,,
ánima,"{1615960, 64683}",ánima,nfs    ,NC_A,,,,,,
ánimo,"{250621, 191343}",ánimo,n,NC_O,,,,,,
ña,{191627},ña,nfs    ,NC_A,,,,,,
ño,{162968},ño,nms    ,NC_O,,,,,,
óptica,"{12292, 25205}",óptica,nfs    ,NC_A,,,,,,
óptico,"{805181, 127054}",óptico,nms    ,NC_O,,,,,,
