word,wordID_set,lemma,POS,Inflection_Class,Meaning,Animacy,Innapropriate?,Derivational Morpheme?,Potential,
interno,"{64305, 13202, 217263}",interno,nms    ,NC_O,patient,1,,,,
ira,"{2745168, 65985, 62886}",ira,nfs    ,NC_A,"anger, ire, wrath, rage",,,,1,
iro,{2227704},iro,n,NC_O,mohawk,,,,1,
jabonada,{1530736},jabonada,nfs    ,NC_A,V,,,,,
jabonado,{1530737},jabonado,nms    ,NC_O,V,,,,,
jardinera,{82860},jardinera,nfs    ,NC_A,gardener,1,,,,
jardinero,{25306},jardinero,nms    ,NC_O,gardener,1,,,,
jarra,{41083},jarra,nfs    ,NC_A,"jug, pitcher, stein, mug",,,,,
jarro,{52188},jarro,nms    ,NC_O,"jug, pitcher, stein, mug",,,,,
jota,"{68481, 67699}",jota,nfs    ,NC_A,"iota, jack in a deck of cards; (MX)f*g",,1,,,
joto,{205550},joto,nms    ,NC_O,"f*g (MX, Honduras); joker, jack",,1,,,
jovencita,{27527},jovencita,n,NC_A,young person,1,,,,
jovencito,{37846},jovencito,n,NC_O,young person,1,,,,
juanita,"{2755176, 218660}",juanita,np,NC_A,Proper Name,1,,,,
juanito,{182804},juanito,np,NC_O,Proper Name,1,,,,
judia,{320299},judío,n,NC_O,Jew,1,,,,
judio,"{55314, 141773}",judío,n,NC_O,Jew,1,,,,
judía,"{118176, 10012}",judío,n,NC_O,Jew,1,,,,
judío,{107784},judío,nms    ,NC_O,Jew,1,,,,
julia,{130805},julia,np,NC_A,Proper Name,,,,,
julio,{241081},julio,nms    ,NC_O,July,,,,,
kasa,{177795},kasa,n,NC_A,?,,,,,
kaso,{286119},kaso,n,NC_O,?,,,,,
labia,{92076},labia,nfs    ,NC_A,"""gift of the gab"" (ability to talk readily",,,,1,
labio,"{360096, 21786}",labio,nms    ,NC_O,"lips, labia",,1,,1,
lada,"{118466, 152933}",lada,nfs    ,NC_A,?,,,,,
lado,{83195},lado,nms    ,NC_O,"side, face",,,,,
latina,{162937},latino,nj,NC_O,Latin,1,,,,
latino,"{77936, 25322, 186595, 48285}",latino,nms    ,NC_O,Latin,1,,,,
lauda,{1535730},lauda,nfs    ,NC_A,V,,,,,
laudo,{47149},laudo,nms    ,NC_O,"ruling, decision",,,,,
lavandera,{126472},lavandera,nfs    ,NC_A,wagtail; lavander seller; laundry woman,1,,,,
lavandero,{290777},lavandero,nms    ,NC_O,laundry man,1,,,,
lechera,{100691},lechera,nfs    ,NC_A,milkman,1,,,,
lechero,{109676},lechero,nms    ,NC_O,milkman,1,,,,
leña,"{231056, 11645, 86453}",leña,nfs    ,NC_A,"firewood, kindling",,,,1,V
leño,{82806},leño,nms    ,NC_O,"log, piece of wood, timber",,,,1,V
liberta,{130228},liberta,nfs    ,NC_A,free man,1,,,,
liberto,{181900},liberto,nms    ,NC_O,free man,1,,,,
libra,"{20280, 54467}",libra,nfs    ,NC_A,Libra (zodiac),,,,1,v
librada,{223911},librada,nfs    ,NC_A,liberated person,1,,,,
librado,{76147},librado,nms    ,NC_O,liberated person,1,,,,
librera,{143454},librero,n,NC_O,bookseller,1,,,,
librero,{36499},librero,nms    ,NC_O,"bookshelf, bookseller",1,,,,
libreta,"{115033, 14769}",libreta,nfs    ,NC_A,notebook,,,,1,
libreto,{24958},libreto,nms    ,NC_O,libretto (text of dramatic musical work),,,,1,
libro,"{12475, 53459}",libro,nms    ,NC_O,book,,,,1,v
licenciada,"{56546, 24764, 146814}",licenciado,n,NC_O,bachelor (obtained degree),1,,,,
licenciado,"{20736, 47650, 36701, 48286}",licenciado,n,NC_O,bachelor (obtained degree),1,,,,
lila,"{70010, 105635, 100405, 133679}",lila,n,NC_A,"lilac (flower/bush), lilac (color)",,,,,
lilo,{159577},lilo,nms    ,NC_O,Proper Name,,,,,
lima,"{92644, 23638}",lima,nms    ,NC_A,"lime, file (tool)",,,,1,V
limeña,{168291},limeña,nfs    ,NC_A,person from Lima,1,,,,
limeño,{186599},limeño,nms    ,NC_O,person from Lima,1,,,,
limo,{92970},limo,nms    ,NC_O,"mud, slime",,,,1,V
liquida,{52515},líquido,nj,NC_O,Adj,,,,,Adj
liquido,"{61506, 28677}",líquido,nj,NC_O,liquid,,,,,
lisa,"{106010, 36669}",lisa,nfs    ,NC_A,mullet,,,,,Adj/V
liso,{90704},liso,nms    ,NC_O,Adj/V,,,,,
literata,{224676},literato,n,NC_O,man of letters,1,,,,
literato,"{63820, 224677}",literato,nms    ,NC_O,man of letters,1,,,,
llamada,{160594},llamada,nfs    ,NC_A,call,,,,,
llamado,"{212310, 180983}",llamado,nms    ,NC_O,call,,,,,
llana,"{190040, 167209}",llana,nfs    ,NC_A,trowel,,,,1,Adj
llanera,{92563},llanero,n,NC_O,cowboy,1,,,,
llanero,{51776},llanero,nms    ,NC_O,cowboy,1,,,,
llano,"{91092, 28909}",llano,nms    ,NC_O,plain (grass),,,,1,Adj
loca,{12946},loca,nfs    ,NC_A,crazy person,1,,,,
loco,"{132867, 42717}",loco,nms    ,NC_O,crazy person,1,,,,
lola,{350214},lola,nfs    ,NC_A,"(CH) girl, (MX) breasts",1,,,,
lolo,{215096},lolo,n,NC_O,"(CH) boy,",1,,,,
loma,"{84626, 30667}",loma,nfs    ,NC_A,"hill, suburb",,,,1,
lomita,{118319},lomita,n,NC_A,small loma,,,,,
lomito,{146286},lomito,n,NC_O,small lomo,,,,,
lomo,"{620065, 156626}",lomo,nms    ,NC_O,"back (of body), loin, fillet, spine, crease, blunt edge",,,,1,
lora,{86392},lora,nfs    ,NC_A,parrot,1,,,,
loro,"{141296, 27659}",loro,nms    ,NC_O,parrot,1,,,,
ltima,{195939},ltima,n,NC_A,?,,,,,
ltimo,{105017},ltimo,n,NC_O,?,,,,,
luminaria,{84695},luminaria,nms    ,NC_A,"cigil fire, lamp, light, altar lamp, limunary, star, celebrity",,,,,
luminario,{395060},luminario,n,NC_O,?,,,,,
lupa,"{23832, 165077}",lupa,nfs    ,NC_A,magnifying glass,,,,,
lupo,{500035},lupo,n,NC_O,?,,,,,
lía,{142963},lía,nfs    ,NC_A,V,,,,,
lío,"{455194, 67499, 13852}",lío,nms    ,NC_O,"bundle, trouble, lover, ",,,,,V
lúcuma,{151533},lúcuma,nfs    ,NC_A,lucmo fruit,,,,,
lúcumo,{995356},lúcumo,nms    ,NC_O,?,,,,,
ma,"{42028, 122135}",ma,n,NC_A,mama,,,,,
madera,"{720105, 53820}",madera,nms    ,NC_A,"wood, wooden plank, makings",,,,,
madero,{39731},madero,nms    ,NC_O,"a piece of wood, police office (SP)",,,,,
maestra,"{152104, 49466, 175286}",maestra,nfs    ,NC_A,master,1,,,,
maestro,"{126659, 101396}",maestro,n,NC_O,master,1,,,,
maga,"{455270, 88202, 183279, 61425, 720124}",mago,n,NC_O,female magician; Puerto Rican Tree,1,,,,
magistrada,{62326},magistrado,n,NC_O,magistrate,1,,,,
magistrado,"{11825, 40332}",magistrado,nms    ,NC_O,magistrate,1,,,,
magnesia,{141079},magnesia,nfs    ,NC_A,magnesia (mineral),,,,1,
magnesio,"{82688, 15468}",magnesio,nms    ,NC_O,"magnesium, chalk",,,,1,
mago,"{51064, 535047, 14566, 156958}",mago,nms    ,NC_O,magician/magi,1,,,,
maja,{167215},maja,nfs    ,NC_A,Adj/V,,,,,
majo,"{177376, 215842}",majo,nms    ,NC_O,Adj/V,,,,,
malda,{360215},malda,n,NC_A,?,,,,,
maldo,{2790274},maldo,n,NC_O,?,,,,,
malparida,{286182},malparido,n,NC_O,asshole (person),1,,,,
malparido,{290832},malparido,n,NC_O,asshole (person),1,,,,
manda,"{54270, 360222}",manda,nfs    ,NC_A,vow,,,,1,V
mandata,{177380},mandata,n,NC_A,?,,,,,
mandataria,"{142262, 22911}",mandatario,n,NC_O,head of state,1,,,,
mandatario,"{24224, 52362}",mandatario,nms    ,NC_O,head of state,1,,,,
mandato,"{101186, 161221}",mandato,nms    ,NC_O,mandate,,,,,
mando,{87610},mando,nms    ,NC_O,"command, remote control (SP)",,,,1,V
manga,"{41970, 57634, 175287}",manga,n,NC_A,"sleeve, (tennis) set, manga",,,,1,V
mango,"{119999, 15452, 57462, 108599}",mango,nms    ,NC_O,"handle, mango (fruit and tree)",,,,1,V
manita,"{54568, 455305}",manita,nfs    ,NC_A,"little hand, (soccer) wave",,,1,,
manito,"{620243, 59613}",manito,n,NC_O,little hand,,,,,
manta,"{35001, 20115}",manta,nms    ,NC_A,"Blanket, cloth, poncho, fish trap",,,,,
mantilla,{87830},mantilla,nfs    ,NC_A,lace scarf worn in Spain,,,,1,
mantillo,{166834},mantillo,nms    ,NC_O,mulch,,,,1,
manto,"{11429, 157278}",manto,nms    ,NC_O,"shroud, cloak, layer, surface, blanket",,,,,
manzana,{65213},manzana,nfs    ,NC_A,apple,,,,,
manzano,"{79051, 395109}",manzano,nms    ,NC_O,apple tree,,,,,
mara,{37012},mara,nfs    ,NC_A,"people in one's in-group; crew, gang",,,,,
marca,{24973},marca,nfs    ,NC_A,"brand (of clothes)< mark, pring, record",,,,1,
marcela,{189012},marcela,np,NC_A,?,,,,,
marcelo,{170180},marcelo,n,NC_O,?,,,,,
marco,"{13953, 89266}",marco,nms    ,NC_O,"frame, fraemwork, ",,,,1,V
maria,{25529},maria,n,NC_A,?,,,,,
marica,"{1095310, 85262}",marica,nms    ,NC_A,f*g,1,,,,
marico,{167220},marico,n,NC_O,f*g,1,,,,
marina,"{100296, 22633, 78733, 855158, 13784, 855160}",marina,nfs    ,NC_A,navy ,,,,1,Adj/V
marinera,{124078},marinera,nfs    ,NC_A,"sailor, seaman",1,,,,
marinero,"{35833, 210948}",marinero,nms    ,NC_O,"sailor, seaman",1,,,,
marino,{28112},marino,nms    ,NC_O,"sailor, seaman",1,,,1,Adj/V
mario,{1095362},mario,n,NC_O,?,,,,,
maro,{1310456},maro,nms    ,NC_O,?,,,,,
marrana,{162950},marrana,nfs    ,NC_A,pig,,,,,
marrano,"{105768, 1310487}",marrano,nms    ,NC_O,pig,,,,,
martina,"{141083, 365453}",martina,np,NC_A,?,,,,,
martino,{185642},martino,n,NC_O,myrna bird,,,,,
maya,"{179617, 35290, 84949}",maya,nms    ,NC_A,"maya person, language",1,,,1,Adj
mayo,"{885348, 14677, 5542}",mayo,nms    ,NC_O,may,,,,1,V
maza,"{77009, 78734}",maza,nfs    ,NC_A,"mace, club, mallet, handle, drumstick",,,,,V
mazo,"{645112, 38348, 2800318}",mazo,nms    ,NC_O,"hammer, mallet, gavel, pestle",,,,,
maña,"{58552, 90098}",maña,nfs    ,NC_A,"someone from aragon; skill, aptitute, knack, trick, bad happit (LA)",1,,,,Adj/V
maño,{395102},maño,nms    ,NC_O,someone from aragon;,1,,,,Adj/V
mbia,{2800455},mbia,n,NC_A,?,,,,,
mbio,{1095800},mbio,n,NC_O,?,,,,,
mca,"{127041, 955242}",mca,n,NC_A,?,,,,,
mco,"{2800986, 2800987}",mco,n,NC_O,?,,,,,
mechera,{2263000},mechera,nfs    ,NC_A,?,,,,,
mechero,"{78784, 535220}",mechero,nms    ,NC_O,burner,,,,,
mecánica,"{645137, 10810, 84316}",mecánica,nfs    ,NC_A,mechanic,1,,,,
mecánico,"{211640, 25307}",mecánico,nms    ,NC_O,mechanic,1,,,,
media,"{83237, 132469, 24765, 105639}",media,nms    ,NC_A,"half, stocking, panythose, mean, average",,,,,Adj/V
medio,"{116201, 108731, 87975}",medio,nms    ,NC_O,"half, middle avg",,,,,
mela,{250106},mela,nfs    ,NC_A,"smitt, smit",,,,,
melo,"{169786, 100493, 1096127}",melo,np,NC_O,?,,,,,
mesa,{143222},mesa,nfs    ,NC_A,table,,,,,
meso,{212992},meso,n,NC_O,?,,,,,
mesonera,{420313},mesonera,nfs    ,NC_A,hotel owner,1,,,,
mesonero,{168304},mesonero,nms    ,NC_O,hotel owner,1,,,,
metafísica,"{14873, 51853}",metafísica,nfs    ,NC_A,metaphysician,1,,,,
metafísico,{77221},metafísico,nms    ,NC_O,metaphysician,1,,,,
mica,"{148736, 83566}",mica,nfs    ,NC_A,mica (mineral),,,,1,
mico,"{93140, 166119}",mico,nms    ,NC_O,"monkey, child, ugly person, vagina (NC)",,,,1,
microbióloga,{320472},microbiólogo,nfs    ,NC_O,microbiologist,1,,,,
microbiólogo,{176140},microbiólogo,nms    ,NC_O,microbiologist,1,,,,
mija,"{100298, 176973}",hijo,n,NC_O,child,1,,,,
mijo,"{163309, 47598}",hijo,n,NC_O,child,1,,,,
millonaria,"{25832, 82010}",millonario,n,NC_O,millionare,1,,,,
millonario,"{23011, 217324, 86751}",millonario,n,NC_O,millionare,1,,,,
mina,{53624},mina,nfs    ,NC_A,"mine; (AG, Chile) Girl;  Prostitute (AG)",1,,,,
ministra,"{320485, 50206, 35439}",ministra,nfs    ,NC_A,minister,1,,,,
ministro,"{535360, 140627, 128660, 11646}",ministro,nms    ,NC_O,minister,1,,,,
mino,{130815},mino,n,NC_O,"(AG, Chile) boy",1,,,,
minuta,"{190066, 49943}",minuta,nfs    ,NC_A,"rought draft, bill, fee, list, minutes (of a meeting)",,,,1,
minuto,"{100792, 126488, 49315, 11207}",minuto,n,NC_O,minute,,,,1,
misa,"{6392, 13473, 119402}",misa,nfs    ,NC_A,mass (church),,,,1,V
miso,"{191090, 115908}",miso,n,NC_O,miso (food),,,,1,V
mita,"{86890, 183766}",mita,nfs    ,NC_A,?,,,,,
mito,"{30421, 84951}",mito,nms    ,NC_O,myth,,,,,
mo,"{123424, 70634}",mo,n,NC_O,,,,,,
moca,"{90490, 360322}",moca,nms    ,NC_A,V// misspelling of mocha???,,,,1,
moco,{26658},moco,nms    ,NC_O,"mucus, slime, ",,,,1,
mocosa,{201830},mocosa,nfs    ,NC_A,brat,1,,,,
mocoso,{108129},mocoso,nms    ,NC_O,brat,1,,,,
moda,"{84757, 36455}",moda,nfs    ,NC_A,"fashion, fad",,,,1,
modo,{20990},modo,nms    ,NC_O,"way, manner",,,,1,
mojala,{2815561},mojala,n,NC_A,?,,,,,
mojalo,{2815563},mojalo,n,NC_O,?,,,,,
molina,"{217330, 150628, 420367}",molino,n,NC_O,V,,,,,
molinera,{210967},molinero,n,NC_O,miller,1,,,,
molinero,{124256},molinero,nms    ,NC_O,miller,1,,,,
molino,{22243},molino,nms    ,NC_O,mill,,,,,
mona,"{165099, 51398}",mona,nfs    ,NC_A,"drunkenness, fuddle, female monkey",1,,,,
mono,"{64433, 12901}",mono,nms    ,NC_O,monkey,1,,,,
monta,{53625},monta,nfs    ,NC_A,"riding, mountain, total, importance",,,,1,V
montera,{142037},montera,nfs    ,NC_A,hunter,1,,,,
montero,{142038},montero,nms    ,NC_O,hunter,1,,,,
monto,{80264},monto,nms    ,NC_O,amount,,,,1,V
mora,"{23240, 37798}",mora,nfs    ,NC_A,"mulberry, blackberry, default, moor",1,,,,
morada,{140632},morada,nfs    ,NC_A,"abode, dwelling, resting place",,,,1,Adj
morado,{52285},morado,nms    ,NC_O,"purple, mulberry, bruise",,,,1,Adj
morena,"{47800, 35401}",morena,nfs    ,NC_A,dark skinner person,1,,,,
moreno,"{420384, 118946, 46228}",moreno,nms    ,NC_O,dark skinner person,1,,,,
moro,"{81480, 59499}",moro,nms    ,NC_O,moor,1,,,,
morocha,{90333},morocha,nfs    ,NC_A,"dark skinned person (AG, UG)",1,,,,
morocho,{111266},morocho,nms    ,NC_O,"dark skinned person (AG, UG)",1,,,,
morra,{182852},morra,nfs    ,NC_A,"upper part of head, morra (game), kid (MX)",,,,1,
morro,"{38848, 82011}",morro,nms    ,NC_O,"hilll, snout, mouth, pebble, headland, kid (MX)",,,,1,
mosca,"{150346, 110495}",mosca,nfs    ,NC_A,fly (insect),,,,1,V
mosco,{151552},mosco,n,NC_O,mosquito,,,,1,V
mosquita,{140002},mosquita,nfs    ,NC_A,little mosca,,,,,
mosquito,{24413},mosquito,nms    ,NC_O,little mosco,,,,,
mota,"{60472, 70013}",mota,nfs    ,NC_A,"speck, pill (of fabric), fluff",,,,1,
moto,"{60741, 6262, 147647}",moto,nms    ,NC_O,"short for motorcycle, milestone",,,,1,
moza,{66281},moza,n,NC_A,girl,1,,,,
mozo,"{29075, 217343, 133695}",mozo,nms    ,NC_O,boy,1,,,,
muchacha,"{133472, 68020, 260038}",muchacho,n,NC_O,girl,1,,,,
muchachita,{70014},muchachita,n,NC_A,little girl,1,,,,
muchachito,{50180},muchachito,n,NC_O,little boy,1,,,,
muchacho,"{5889, 38986, 115319}",muchacho,nms    ,NC_O,girl,1,,,,
muerta,"{124433, 21098}",muerto,n,NC_O,dead person,1,,,,
muerto,"{220882, 192676}",muerto,nms    ,NC_O,dead person,1,,,,
mula,{26193},mula,nfs    ,NC_A,"trash, mule",1,,,,
mulo,{110637},mulo,nms    ,NC_O,mule,1,,,,
musica,{88135},música,n,NC_A,musician,1,,,,
musico,{76958},músico,n,NC_O,musician,1,,,,
muñeca,{11225},muñeca,nfs    ,NC_A,doll,,,,,
muñeco,{20771},muñeco,nms    ,NC_O,doll,,,,,
máxima,"{110354, 11612}",máxima,nfs    ,NC_A,maximum,,,,,Adj
máximo,"{68138, 49411}",máximo,nms    ,NC_O,maximum,,,,,
mística,"{22443, 157294}",mística,nfs    ,NC_A,mystic,1,,,,
místico,"{43339, 224715}",místico,nms    ,NC_O,mystic,1,,,,
música,"{21380, 15039}",música,nfs    ,NC_A,musician,1,,,,
músico,{107286},músico,nms    ,NC_O,musician,1,,,,
naranja,"{14099, 80142}",naranja,n,NC_A,orange,,,,,
naranjo,"{58218, 67934}",naranjo,nms    ,NC_O,orange tree,,,,,
nea,{108865},neo,n,NC_O,?,,,,,Adj
negociada,{77990},negociado,n,NC_O,?,,,,,
negociado,"{1045307, 110499, 56567}",negociado,nms    ,NC_O,?,,,,,
negra,"{20761, 86754}",negra,nfs    ,NC_A,black person,1,,,,
negrita,"{38235, 81887}",negrita,nfs    ,NC_A,small black person,1,,,,
negrito,"{118800, 218063, 59079}",negrito,nms    ,NC_O,small black person,1,,,,
negro,{1315522},negro,nms    ,NC_O,black person,1,,,,
neo,"{232004, 77062, 250162, 119097, 49467}",neo,n,NC_O,anchor,,,,,
neuróloga,{145522},neurólogo,nfs    ,NC_O,neurologist,1,,,,
neurólogo,{38296},neurólogo,nms    ,NC_O,neurologist,1,,,,
ni?a,{151847},ni?a,n,NC_A,?,,,,,
ni?o,{70560},ni?o,n,NC_O,?,,,,,
nina,{184244},niño,n,NC_O,boy,1,,,,
nino,"{51764, 193796}",nino,n,NC_O,male doll,1,,,,
niñata,{188077},niñata,nfs    ,NC_A,kid,1,,,,
niñato,{106954},niñato,nms    ,NC_O,kid,1,,,,
niñita,{47772},niñita,n,NC_A,small child,1,,,,
niñito,{57678},niñito,n,NC_O,small child,1,,,,
nosotra,{740191},nosotra,n,NC_A,?,,,,,
nosotro,{118484},nosotro,n,NC_O,?,,,,,
notaria,{109444},notaria,nfs    ,NC_A,notary,1,,,,
notario,"{35712, 14443}",notario,nms    ,NC_O,notary,1,,,,
novia,"{133699, 76541}",novia,nfs    ,NC_A,girlfriend,1,,,,
novicia,{152397},novicia,nfs    ,NC_A,novice,1,,,,
novicio,{110361},novicio,nms    ,NC_O,novice,1,,,,
noviecita,{230353},noviecita,n,NC_A,,,,,,
noviecito,{210988},noviecito,n,NC_O,,,,,,
novio,"{176994, 122741}",novio,nms    ,NC_O,,,,,,
nuclea,{86527},núcleo,n,NC_O,,,,,,
nucleo,{79573},núcleo,n,NC_O,,,,,,
nuesra,{760135},nuesra,n,NC_A,,,,,,
nuesro,{560227},nuesro,n,NC_O,,,,,,
nueva,"{5520, 67896}",nueva,nfs    ,NC_A,,,,,,
nuevo,{760139},nuevo,nms    ,NC_O,,,,,,
nutrióloga,{134977},nutriólogo,n,NC_O,,,,,,
nutriólogo,{131648},nutriólogo,n,NC_O,,,,,,
obsecionada,{760221},obsecionada,n,NC_A,,,,,,
obsecionado,{1160440},obsecionado,n,NC_O,,,,,,
occisa,{134114},occiso,n,NC_O,,,,,,
occiso,"{108376, 76394}",occiso,n,NC_O,,,,,,
odontóloga,{156034},odontólogo,nfs    ,NC_O,,,,,,
odontólogo,{168320},odontólogo,nms    ,NC_O,,,,,,
oliva,"{110501, 148200, 11433, 213038, 76851}",oliva,nfs    ,NC_A,,,,,,
olivo,"{92657, 35092}",olivo,nms    ,NC_O,,,,,,
onagra,{156038},onagra,nfs    ,NC_A,,,,,,
onagro,{760394},onagro,nms    ,NC_O,,,,,,
oncóloga,{215919},oncólogo,nfs    ,NC_O,,,,,,
oncólogo,{61221},oncólogo,nms    ,NC_O,,,,,,
opa,{189556},opa,nms    ,NC_A,,,,,,
opo,{218078},opo,n,NC_O,,,,,,
optica,"{88290, 181506}",óptica,n,NC_A,,,,,,
optico,{760447},optico,n,NC_O,,,,,,
oratoria,{224760},oratoria,nfs    ,NC_A,,,,,,
oratorio,{81109},oratorio,nms    ,NC_O,,,,,,
orca,"{107184, 245166}",orca,nfs    ,NC_A,,,,,,
orco,{167241},orco,n,NC_O,,,,,,
osa,"{135193, 143965}",osa,nfs    ,NC_A,,,,,,
oso,"{58220, 158983}",oso,n,NC_O,,,,,,
ostra,{88775},ostra,nfs    ,NC_A,,,,,,
ostro,{805294},ostro,nms    ,NC_O,,,,,,
ova,"{176587, 241199}",ova,nfs    ,NC_A,,,,,,
ovo,{179189},ovo,n,NC_O,,,,,,
pa,"{27034, 38868, 760623}",pa,n,NC_A,,,,,,
paca,{193274},paca,nfs    ,NC_A,,,,,,
paco,{141807},paco,np,NC_O,,,,,,
paga,"{223211, 11926}",paga,nfs    ,NC_A,,,,,,
pago,"{88776, 805431, 37015}",pago,nms    ,NC_O,,,,,,
pajarita,{91541},pajarita,nfs    ,NC_A,,,,,,
pajarito,"{29424, 142049}",pajarito,nms    ,NC_O,,,,,,
pala,"{210362, 26845}",pala,nfs    ,NC_A,,,,,,
palabrería,{42849},palabrería,nfs    ,NC_A,,,,,,
palabrerío,{148206},palabrerío,n,NC_O,,,,,,
paleta,{20470},paleta,nfs    ,NC_A,,,,,,
paleto,{160251},paleto,nms    ,NC_O,,,,,,
palo,{192129},palo,nms    ,NC_O,,,,,,
paloma,{27096},paloma,nfs    ,NC_A,,,,,,
palomo,{155420},palomo,nms    ,NC_O,,,,,,
palta,{53859},palta,nms    ,NC_A,,,,,,
palto,{187615},palto,nms    ,NC_O,,,,,,
panadera,{145770},panadera,nfs    ,NC_A,,,,,,
panadero,{45937},panadero,nms    ,NC_O,,,,,,
papa,{55470},papa,nms    ,NC_A,,,,,,
papada,{100211},papada,nfs    ,NC_A,,,,,,
papado,{75566},papado,nms    ,NC_O,,,,,,
papita,{205027},papita,n,NC_A,,,,,,
papito,"{58586, 105783}",papito,n,NC_O,,,,,,
papo,{189567},papo,nms    ,NC_O,,,,,,
para,"{760762, 54773}",para,n,NC_A,,,,,,
parada,"{120523, 241206}",parada,nfs    ,NC_A,,,,,,
parado,{29849},parado,nms    ,NC_O,,,,,,
pareja,"{52520, 1555743}",pareja,nfs    ,NC_A,,,,,,
parejo,{66581},parejo,n,NC_O,,,,,,
paria,{64079},paria,nms    ,NC_A,,,,,,
pario,{78695},pario,n,NC_O,,,,,,
paro,"{52408, 133277}",paro,n,NC_O,,,,,,
partera,{57994},partera,n,NC_A,,,,,,
partero,{216633},partero,nms    ,NC_O,,,,,,
partida,"{133489, 92010, 50311}",partido,n,NC_O,,,,,,
partido,"{133924, 224780, 67671, 14895}",partido,n,NC_O,,,,,,
pasa,{38284},paso,n,NC_O,,,,,,
pasada,"{12867, 76396, 48927}",pasada,nfs    ,NC_A,,,,,,
pasado,{127821},pasado,nms    ,NC_O,,,,,,
pasajera,{91611},pasajera,nfs    ,NC_A,,,,,,
pasajero,"{14276, 205031}",pasajero,nms    ,NC_O,,,,,,
pasea,{176594},paseo,n,NC_O,,,,,,
paseo,"{5867, 46446}",paseo,nms    ,NC_O,,,,,,
pasiva,{54377},pasiva,nfs    ,NC_A,,,,,,
pasivo,"{143242, 245187, 25975}",pasivo,nms    ,NC_O,,,,,,
paso,"{100611, 42341, 13258, 166865, 141330, 39411}",paso,nms    ,NC_O,,,,,,
pasta,"{48305, 6019}",pasta,nfs    ,NC_A,,,,,,
pasto,"{145776, 169817}",pasto,n,NC_O,,,,,,
pata,"{134120, 1956475}",pata,nms    ,NC_A,,,,,,
patita,{68409},patita,n,NC_A,,,,,,
patito,{54322},patito,nms    ,NC_O,,,,,,
pato,{42119},pato,nms    ,NC_O,,,,,,
patricia,"{610188, 87837}",patricio,np,NC_O,,,,,,
patricio,"{93397, 24587, 91101, 218094}",patricio,nms    ,NC_O,,,,,,
pava,{140646},pava,nfs    ,NC_A,,,,,,
pavo,"{82993, 150645}",pavo,nms    ,NC_O,,,,,,
pedagoga,{115056},pedagoga,nfs    ,NC_A,,,,,,
pedagogo,{47439},pedagogo,nms    ,NC_O,,,,,,
pela,"{106025, 49063}",pela,nfs    ,NC_A,,,,,,
pelo,"{102440, 22202, 164405}",pelo,n,NC_O,,,,,,
peluquera,{119268},peluquero,n,NC_O,,,,,,
peluquero,{45113},peluquero,nms    ,NC_O,,,,,,
pena,"{78328, 92575}",pena,nfs    ,NC_A,,,,,,
penca,{90780},penca,nfs    ,NC_A,,,,,,
penco,{218780},penco,nms    ,NC_O,,,,,,
penitenciaria,{143974},penitenciaria,nfs    ,NC_A,,,,,,
penitenciario,{171362},penitenciario,nms    ,NC_O,,,,,,
peno,{610256},peno,n,NC_O,,,,,,
pepita,{105035},pepita,nfs    ,NC_A,,,,,,
pepito,{107191},pepito,nms    ,NC_O,,,,,,
pera,"{27344, 130066}",pera,nfs    ,NC_A,,,,,,
peregrina,{150371},peregrina,nfs    ,NC_A,,,,,,
peregrino,"{200702, 42951}",peregrino,nms    ,NC_O,,,,,,
periodista,"{86062, 12902}",periodista,nms    ,NC_A,,,,,,
periodisto,{660070},periodisto,n,NC_O,,,,,,
permitia,{219480},permitia,n,NC_A,,,,,,
permitio,{152416},permitio,n,NC_O,,,,,,
pero,"{77225, 29163}",pero,nms    ,NC_O,,,,,,
perra,"{162988, 13695}",perra,nfs    ,NC_A,,,,,,
perro,"{36672, 91844}",perro,nms    ,NC_O,,,,,,
pesa,{41511},pesa,nfs    ,NC_A,,,,,,
peso,"{106249, 35291}",peso,nms    ,NC_O,,,,,,
pesquera,{224043},pesquera,nfs    ,NC_A,,,,,,
pesquero,{122309},pesquero,nms    ,NC_O,,,,,,
petarda,{200704},petarda,nfs    ,NC_A,,,,,,
petardo,{82694},petardo,nms    ,NC_O,,,,,,
peticionaria,{146325},peticionario,n,NC_O,,,,,,
peticionario,{52033},peticionario,nms    ,NC_O,,,,,,
pica,"{189584, 176182, 66319}",pica,nfs    ,NC_A,,,,,,
pico,"{24419, 184271}",pico,n,NC_O,,,,,,
pimienta,"{164761, 40509}",pimiento,n,NC_O,,,,,,
pimiento,{187628},pimiento,n,NC_O,,,,,,
pina,{178288},piña,n,NC_A,,,,,,
pincha,{64149},pincha,np,NC_A,,,,,,
pincho,{87839},pincho,nms    ,NC_O,,,,,,
pino,"{66752, 75109, 25773}",pino,nms    ,NC_O,,,,,,
pisa,{115059},pisa,nfs    ,NC_A,,,,,,
pisca,"{2308129, 2308130, 151869}",pisco,n,NC_O,,,,,,
pisco,"{46969, 91394}",pisco,nms    ,NC_O,,,,,,
piso,"{222464, 116358}",piso,n,NC_O,,,,,,
pista,"{88350, 50815}",pista,n,NC_A,,,,,,
pisto,{53038},pisto,nms    ,NC_O,,,,,,
pita,"{76693, 215199}",pita,nfs    ,NC_A,,,,,,
pito,"{179209, 176187}",pito,nms    ,NC_O,,,,,,
pizca,{20661},pizca,nfs    ,NC_A,,,,,,
