word,lemma,POS,IC
asino,asino,n,nc_o
asintomatica,asintomatica,n,nc_a
asquienta,asquienta,n,nc_a
atacameña,atacameña,nfs,nc_a
atacameño,atacameño,nms,nc_o
aua,aua,n,nc_a
aumen­to,aumen­to,n,nc_o
autèntico,autèntico,n,nc_o
autonomica,autonomica,n,nc_a
averigüo,averigüo,n,nc_o
aversivo,aversivo,n,nc_o
aviento,aviento,nms,nc_o
azno,azno,n,nc_o
azuayo,azuayo,nms,nc_o
babasa,babasa,n,nc_a
bacia,bacia,n,nc_a
badeja,badeja,n,nc_a
baixa,baixa,n,nc_a
bakuo,bakuo,n,nc_o
balería,balería,nfs,nc_a
balurda,balurda,nfs,nc_a
bancarlo,bancarlo,n,nc_o
ban­co,ban­co,n,nc_o
bandaa,bandaa,n,nc_a
barbara,barbara,n,nc_a
barbaria,barbaria,nfs,nc_a
barcazo,barcazo,n,nc_o
barraco,barraco,n,nc_o
basuca,basuca,n,nc_a
basuka,basuka,n,nc_a
batelo,batelo,n,nc_o
batidero,batidero,nms,nc_o
beaterío,beaterío,n,nc_o
bebeta,bebeta,n,nc_a
belloto,belloto,nms,nc_o
bencido,bencido,n,nc_o
benemerita,benemerita,n,nc_a
beniana,beniana,nfs,nc_a
berlusca,berlusca,n,nc_a
bieleta,bieleta,n,nc_a
bilbilitano,bilbilitano,nms,nc_o
biomedica,biomedica,n,nc_a
biometrico,biometrico,n,nc_o
bisho,bisho,n,nc_o
bitxo,bitxo,n,nc_o
bloguerita,bloguerita,n,nc_a
blokeado,blokeado,n,nc_o
bobolongo,bobolongo,n,nc_o
bocacha,bocacha,nfs,nc_a
bocero,bocero,n,nc_o
bolsico,bolsico,nms,nc_o
bonia,bonia,n,nc_a
bonifacio,bonifacio,n,nc_o
bootea,bootea,n,nc_a
boria,boria,nfs,nc_a
borreguillo,borreguillo,n,nc_o
botillo,botillo,nms,nc_o
brabo,brabo,n,nc_o
branco,branco,n,nc_o
brazileño,brazileño,n,nc_o
brit?nico,brit?nico,n,nc_o
broa,broa,nfs,nc_a
brutico,brutico,n,nc_o
brutito,brutito,n,nc_o
bufala,bufala,n,nc_a
buona,buona,n,nc_a
burriciego,burriciego,nms,nc_o
buscao,buscao,n,nc_o
ca,ca,n,nc_a
cabayo,cabayo,n,nc_o
cabroncita,cabroncita,n,nc_a
cachera,cachera,nfs,nc_a
cachorito,cachorito,n,nc_o
cachuchita,cachuchita,n,nc_a
caetano,caetano,n,nc_o
cam­bia,cam­bia,n,nc_a
cambiadero,cambiadero,n,nc_o
cambiadla,cambiadla,n,nc_a
cambiio,cambiio,n,nc_o
caminadera,caminadera,n,nc_a
caminadito,caminadito,n,nc_o
caminoo,caminoo,n,nc_o
camionado,camionado,nms,nc_o
candidadato,candidadato,n,nc_o
can­di­dato,can­di­dato,n,nc_o
canio,canio,n,nc_o
cantarela,cantarela,nfs,nc_a
cantarilla,cantarilla,nfs,nc_a
capasitado,capasitado,n,nc_o
caponero,caponero,n,nc_o
cappo,cappo,n,nc_o
capturalo,capturalo,n,nc_o
caquetía,caquetía,n,nc_a
caquito,caquito,n,nc_o
caraa,caraa,n,nc_a
caracasa,caracasa,n,nc_a
caraza,caraza,n,nc_a
cardiorespiratorio,cardiorespiratorio,n,nc_o
caretilla,caretilla,n,nc_a
cargadera,cargadera,nfs,nc_a
carraco,carraco,nms,nc_o
casta?o,casta?o,n,nc_o
casuco,casuco,n,nc_o
catalufo,catalufo,n,nc_o
catatumba,catatumba,nfs,nc_a
cavalo,cavalo,n,nc_o
centello,centello,n,nc_o
cercao,cercao,n,nc_o
cerita,cerita,nfs,nc_a
chamaquillo,chamaquillo,n,nc_o
chamuca,chamuca,n,nc_a
chanclo,chanclo,nms,nc_o
chavola,chavola,nfs,nc_a
chegada,chegada,n,nc_a
chequealo,chequealo,n,nc_o
chiltota,chiltota,nfs,nc_a
chismosito,chismosito,n,nc_o
chitreana,chitreana,nfs,nc_a
chiviada,chiviada,n,nc_a
chocobita,chocobita,n,nc_a
choreta,choreta,nms,nc_a
chorla,chorla,nfs,nc_a
chorrio,chorrio,n,nc_o
chorvo,chorvo,nms,nc_o
chuchita,chuchita,n,nc_a
chuica,chuica,nfs,nc_a
chulerío,chulerío,n,nc_o
chusmearla,chusmearla,n,nc_a
ciculo,ciculo,n,nc_o
cidadano,cidadano,n,nc_o
cidia,cidia,n,nc_a
cientfico,cientfico,n,nc_o
ciertto,ciertto,n,nc_o
ciguita,ciguita,n,nc_a
cimerio,cimerio,n,nc_o
cirila,cirila,n,nc_a
ciro,ciro,n,nc_o
citra,citra,n,nc_a
ciudadanito,ciudadanito,n,nc_o
civico,civico,n,nc_o
claramento,claramento,n,nc_o
clarísmo,clarísmo,n,nc_o
classica,classica,n,nc_a
claustrofobico,claustrofobico,n,nc_o
clavadito,clavadito,n,nc_o
cleto,cleto,n,nc_o
clikeo,clikeo,n,nc_o
coala,coala,nms,nc_a
cocoroca,cocoroca,nfs,nc_a
co-demandada,co-demandada,n,nc_a
colacho,colacho,n,nc_o
coleado,coleado,n,nc_o
colegita,colegita,n,nc_a
colosa,colosa,n,nc_a
comda,comda,n,nc_a
començo,començo,n,nc_o
comien­zo,comien­zo,n,nc_o
comiseria,comiseria,n,nc_a
comiteco,comiteco,n,nc_o
comola,comola,n,nc_a
compadrería,compadrería,nfs,nc_a
comparla,comparla,n,nc_a
completamento,completamento,n,nc_o
comple­to,comple­to,n,nc_o
complicadisimo,complicadisimo,n,nc_o
compredo,compredo,n,nc_o
comprenla,comprenla,n,nc_a
comprensa,comprensa,n,nc_a
comra,comra,n,nc_a
comunaria,comunaria,n,nc_a
comunicóloga,comunicóloga,nfs,nc_a
coñacito,coñacito,n,nc_o
concebia,concebia,n,nc_a
concesionarlo,concesionarlo,n,nc_o
concientizarla,concientizarla,n,nc_a
concurdo,concurdo,n,nc_o
conesto,conesto,n,nc_o
co­no­ci­do,co­no­ci­do,n,nc_o
conoscido,conoscido,n,nc_o
conosio,conosio,n,nc_o
conozaca,conozaca,n,nc_a
consegirlo,consegirlo,n,nc_o
consisa,consisa,n,nc_a
contajio,contajio,n,nc_o
contempo,contempo,n,nc_o
contruya,contruya,n,nc_a
conurbado,conurbado,nms,nc_o
convirtía,convirtía,n,nc_a
convo,convo,n,nc_o
copipega,copipega,n,nc_a
corderilla,corderilla,n,nc_a
corma,corma,nfs,nc_a
cornúpeto,cornúpeto,nms,nc_o
co­rreo,co­rreo,n,nc_o
corruto,corruto,n,nc_o
cortapasta,cortapasta,n,nc_a
cosato,cosato,n,nc_o
coseja,coseja,n,nc_a
coslada,coslada,n,nc_a
cosmica,cosmica,n,nc_a
costalado,costalado,n,nc_o
costurerito,costurerito,n,nc_o
cosuelo,cosuelo,n,nc_o
crackeada,crackeada,n,nc_a
crakeo,crakeo,n,nc_o
crassa,crassa,n,nc_a
creama,creama,n,nc_a
creda,creda,n,nc_a
crespito,crespito,n,nc_o
cresterío,cresterío,n,nc_o
criptico,criptico,n,nc_o
criptojudío,criptojudío,n,nc_o
cronologica,cronologica,n,nc_a
crypto,crypto,n,nc_o
cuadraplejica,cuadraplejica,n,nc_a
cualquierotro,cualquierotro,n,nc_o
cuatacho,cuatacho,nms,nc_o
cucaracho,cucaracho,n,nc_o
cuentalo,cuentalo,n,nc_o
­cula,­cula,n,nc_a
culoa,culoa,n,nc_a
cuneto,cuneto,n,nc_o
customizado,customizado,n,nc_o
cutro,cutro,n,nc_o
daja,daja,n,nc_a
dañoo,dañoo,n,nc_o
darcela,darcela,n,nc_a
dariana,dariana,n,nc_a
dariano,dariano,n,nc_o
daro,daro,n,nc_o
debuelta,debuelta,n,nc_a
dedicalo,dedicalo,n,nc_o
dedio,dedio,n,nc_o
deecho,deecho,n,nc_o
delia,delia,nfs,nc_a
delio,delio,nms,nc_o
demaisado,demaisado,n,nc_o
demandadero,demandadero,nms,nc_o
demasi­ado,demasi­ado,n,nc_o
demiurga,demiurga,n,nc_a
dendro,dendro,n,nc_o
deportismo,deportismo,nms,nc_o
depremido,depremido,n,nc_o
derechio,derechio,n,nc_o
derechoo,derechoo,n,nc_o
deria,deria,n,nc_a
desacanso,desacanso,n,nc_o
desaparesido,desaparesido,n,nc_o
desapercivida,desapercivida,n,nc_a
desfragmentarlo,desfragmentarlo,n,nc_o
deshechada,deshechada,n,nc_a
desocultado,desocultado,n,nc_o
desonocido,desonocido,n,nc_o
despedicio,despedicio,n,nc_o
despiesta,despiesta,n,nc_a
desvastado,desvastado,n,nc_o
deteroria,deteroria,n,nc_a
diacnostico,diacnostico,n,nc_o
dicada,dicada,n,nc_a
didàctica,didàctica,n,nc_a
dife­ren­cia,dife­ren­cia,n,nc_a
digamo,digamo,n,nc_o
dijunto,dijunto,n,nc_o
diplomàtico,diplomàtico,n,nc_o
dipo,dipo,n,nc_o
directamenta,directamenta,n,nc_a
disfrasada,disfrasada,n,nc_a
diviso,diviso,n,nc_o
dlo,dlo,n,nc_o
doso,doso,n,nc_o
dramatúrgica,dramatúrgica,n,nc_a
druso,druso,nms,nc_o
durísmo,durísmo,n,nc_o
ea,ea,n,nc_a
echadero,echadero,nms,nc_o
echala,echala,n,nc_a
econó-mica,econó-mica,n,nc_a
econòmica,econòmica,n,nc_a
edionda,edionda,n,nc_a
educadito,educadito,n,nc_o
eiia,eiia,n,nc_a
elato,elato,n,nc_o
eletronico,eletronico,n,nc_o
elloo,elloo,n,nc_o
embarazda,embarazda,n,nc_a
embarazdo,embarazdo,n,nc_o
empatiza,empatiza,n,nc_a
empezao,empezao,n,nc_o
emplado,emplado,n,nc_o
encaleta,encaleta,n,nc_a
encantaa,encantaa,n,nc_a
enchulada,enchulada,n,nc_a
encon­trarla,encon­trarla,n,nc_a
encontrava,encontrava,n,nc_a
encuen­tra,encuen­tra,n,nc_a
endocrinòlogo,endocrinòlogo,n,nc_o
energetizada,energetizada,n,nc_a
enida,enida,n,nc_a
enknta,enknta,n,nc_a
eño,eño,n,nc_o
enpieza,enpieza,n,nc_a
enrredado,enrredado,n,nc_o
enrrollado,enrrollado,n,nc_o
ense?o,ense?o,n,nc_o
entanto,entanto,n,nc_o
erano,erano,n,nc_o
erecho,erecho,n,nc_o
erica,erica,n,nc_a
erto,erto,n,nc_o
eructito,eructito,n,nc_o
esarrollo,esarrollo,n,nc_o
esceptica,esceptica,n,nc_a
escracha,escracha,n,nc_a
escuadro,escuadro,nms,nc_o
escuelo,escuelo,n,nc_o
esfuerzoo,esfuerzoo,n,nc_o
esofagoscopia,esofagoscopia,n,nc_a
espasa,espasa,n,nc_a
espatulado,espatulado,n,nc_o
esperanzaa,esperanzaa,n,nc_a
esperenla,esperenla,n,nc_a
esperpentico,esperpentico,n,nc_o
espetera,espetera,nfs,nc_a
espingarda,espingarda,nfs,nc_a
espirituo,espirituo,n,nc_o
esplicado,esplicado,n,nc_o
espongo,espongo,n,nc_o
es­po­sa,es­po­sa,n,nc_a
espuesto,espuesto,n,nc_o
esqueletica,esqueletica,n,nc_a
estabo,estabo,n,nc_o
estimadisimo,estimadisimo,n,nc_o
estímula,estímulo,n,nc_o
estpa,estpa,n,nc_a
estraordinario,estraordinario,n,nc_o
estúdio,estúdio,n,nc_o
esulta,esulta,n,nc_a
etaria,etaria,n,nc_a
exactamento,exactamento,n,nc_o
exajerado,exajerado,n,nc_o
exala,exala,n,nc_a
excusario,excusario,n,nc_o
excuso,excuso,nms,nc_o
exdirectiva,exdirectiva,n,nc_a
ex-esclavo,ex-esclavo,n,nc_o
exitia,exitia,n,nc_a
ex-niño,ex-niño,n,nc_o
exofago,exofago,n,nc_o
expupilo,expupilo,n,nc_o
extreñida,extreñida,n,nc_a
exviceministra,exviceministra,n,nc_a
fabro,fabro,nms,nc_o
fachita,fachita,n,nc_a
fachito,fachito,n,nc_o
familiario,familiario,n,nc_o
farandulesco,farandulesco,n,nc_o
fernandino,fernandino,nms,nc_o
fetoscopio,fetoscopio,n,nc_o
ficica,ficica,n,nc_a
filologo,filologo,n,nc_o
finjia,finjia,n,nc_a
fitra,fitra,n,nc_a
flambeada,flambeada,n,nc_a
flexa,flexa,n,nc_a
floridana,floridana,nfs,nc_a
focolarina,focolarina,n,nc_a
folklorico,folklorico,n,nc_o
fonoaudiologa,fonoaudiologa,n,nc_a
foranea,foranea,n,nc_a
formularo,formularo,n,nc_o
fortalecio,fortalecio,n,nc_o
fortisimo,fortisimo,n,nc_o
fortunata,fortunata,n,nc_a
fota,fota,n,nc_a
foza,foza,n,nc_a
franko,franko,n,nc_o
fredo,fredo,n,nc_o
frenetico,frenetico,n,nc_o
frusta,frusta,n,nc_a
fujitivo,fujitivo,n,nc_o
funcioanrio,funcioanrio,n,nc_o
gabina,gabina,nfs,nc_a
galiana,galiana,nfs,nc_a
gallico,gallico,n,nc_o
gangazo,gangazo,n,nc_o
ganita,ganita,n,nc_a
garantiso,garantiso,n,nc_o
garga,garga,n,nc_a
gemelito,gemelito,n,nc_o
genuflexa,genuflexa,n,nc_a
geografica,geografica,n,nc_a
georreferenciada,georreferenciada,n,nc_a
girasa,girasa,n,nc_a
globomedia,globomedia,n,nc_a
golo,golo,n,nc_o
gorrioncita,gorrioncita,n,nc_a
goterito,goterito,n,nc_o
graciosita,graciosita,n,nc_a
gradita,gradita,n,nc_a
graeca,graeca,n,nc_a
gramsciano,gramsciano,n,nc_o
grecia,grecia,n,nc_a
guabinoso,guabinoso,n,nc_o
guapango,guapango,n,nc_o
guardadita,guardadita,n,nc_a
guasima,guasima,n,nc_a
guayabito,guayabito,nms,nc_o
guerita,guerita,n,nc_a
guerrillo,guerrillo,nms,nc_o
gui?o,gui?o,n,nc_o
gunto,gunto,n,nc_o
habrío,habrío,n,nc_o
hagamolo,hagamolo,n,nc_o
hego,hego,n,nc_o
heideggeriana,heideggeriana,n,nc_a
helmano,helmano,n,nc_o
hermetico,hermetico,n,nc_o
hermosisimo,hermosisimo,n,nc_o
hervia,hervia,n,nc_a
hijuelo,hijuelo,nms,nc_o
hiperdeportivo,hiperdeportivo,n,nc_o
hispano-americano,hispano-americano,n,nc_o
hogo,hogo,nms,nc_o
holistica,holistica,n,nc_a
hominino,hominino,n,nc_o
hota,hota,n,nc_a
hotra,hotra,n,nc_a
hotro,hotro,n,nc_o
hoyanco,hoyanco,nms,nc_o
hrmano,hrmano,n,nc_o
humarada,humarada,nfs,nc_a
hupo,hupo,n,nc_o
hybrido,hybrido,n,nc_o
iba,iba,n,nc_a
icoso,icoso,n,nc_o
igba,igba,n,nc_a
igreso,igreso,n,nc_o
imprecionada,imprecionada,n,nc_a
incidia,incidia,n,nc_a
incoporado,incoporado,n,nc_o
inedita,inedita,n,nc_a
infa,infa,n,nc_a
inmeso,inmeso,n,nc_o
inova,inova,n,nc_a
insertela,insertela,n,nc_a
insipido,insipido,n,nc_o
instantaneo,instantaneo,n,nc_o
intalado,intalado,n,nc_o
intepreta,intepreta,n,nc_a
interasado,interasado,n,nc_o
interdiaria,interdiaria,n,nc_a
interesao,interesao,n,nc_o
interiorano,interiorano,nms,nc_o
iridiologo,iridiologo,n,nc_o
islo,islo,n,nc_o
jaiva,jaiva,n,nc_a
jerarquico,jerarquico,n,nc_o
ji-cuadrada,ji-cuadrada,n,nc_a
jija,jija,nfs,nc_a
jilguerillo,jilguerillo,n,nc_o
jlo,jlo,n,nc_o
joga,joga,n,nc_a
jovensita,jovensita,n,nc_a
jugadera,jugadera,nfs,nc_a
juntico,juntico,n,nc_o
kamila,kamila,n,nc_a
kargo,kargo,n,nc_o
kaza,kaza,n,nc_a
kchorra,kchorra,n,nc_a
kedira,kedira,n,nc_a
kieto,kieto,n,nc_o
kitarlo,kitarlo,n,nc_o
kota,kota,n,nc_a
kristo,kristo,n,nc_o
kubo,kubo,n,nc_o
kucha,kucha,n,nc_a
kula,kula,n,nc_a
ladronzuela,ladronzuela,nfs,nc_a
laguno,laguno,n,nc_o
lamada,lamada,n,nc_a
lano,lano,n,nc_o
lanzaroteña,lanzaroteña,nfs,nc_a
laringólogo,laringólogo,nms,nc_o
latancia,latancia,n,nc_a
latino-americano,latino-americano,n,nc_o
latinomericano,latinomericano,n,nc_o
lavalo,lavalo,n,nc_o
leeerlo,leeerlo,n,nc_o
leg?tima,leg?tima,n,nc_a
leío,leío,n,nc_o
levantalo,levantalo,n,nc_o
licorero,licorero,nms,nc_o
lindaza,lindaza,n,nc_a
linko,linko,n,nc_o
lisito,lisito,n,nc_o
livido,livido,n,nc_o
llarga,llarga,n,nc_a
llava,llava,n,nc_a
llegadita,llegadita,n,nc_a
lle­ga­do,lle­ga­do,n,nc_o
llegdo,llegdo,n,nc_o
lllega,lllega,n,nc_a
llmada,llmada,n,nc_a
llovío,llovío,n,nc_o
logio,logio,n,nc_o
lotta,lotta,n,nc_a
lro,lro,n,nc_o
lta,lta,n,nc_a
luha,luha,n,nc_a
lya,lya,n,nc_a
m?gico,m?gico,n,nc_o
m?tico,m?tico,n,nc_o
machango,machango,n,nc_o
machaza,machaza,n,nc_a
machorro,machorro,nfs,nc_o
machupicho,machupicho,n,nc_o
magestuosa,magestuosa,n,nc_a
mágico-religioso,mágico-religioso,n,nc_o
magistro,magistro,n,nc_o
maika,maika,n,nc_a
malandrito,malandrito,n,nc_o
malia,malia,n,nc_a
malojo,malojo,nms,nc_o
maloo,maloo,n,nc_o
maltido,maltido,n,nc_o
mandatrio,mandatrio,n,nc_o
mandito,mandito,n,nc_o
manganita,manganita,n,nc_a
mangia,mangia,n,nc_a
manipulativa,manipulativa,n,nc_a
manquito,manquito,n,nc_o
manuelita,manuelita,n,nc_a
mapacha,mapacha,n,nc_a
marcelito,marcelito,n,nc_o
marcio,marcio,nms,nc_o
marijo,marijo,n,nc_o
maroto,maroto,n,nc_o
marsupia,marsupia,n,nc_a
mas.yo,mas.yo,n,nc_o
maslo,maslo,nms,nc_o
matadito,matadito,n,nc_o
matraco,matraco,nms,nc_o
maturana,maturana,n,nc_a
me­dia,me­dia,n,nc_a
meito,meito,n,nc_o
mejoralo,mejoralo,n,nc_o
melisma,melisma,nms,nc_a
melita,melita,n,nc_a
melodica,melodica,n,nc_a
menorcito,menorcito,n,nc_o
merecedero,merecedero,n,nc_o
meserita,meserita,n,nc_a
mestrua,mestrua,n,nc_a
metazoo,metazoo,nms,nc_o
meyo,meyo,n,nc_o
microchipeado,microchipeado,n,nc_o
micro-empresario,micro-empresario,n,nc_o
microfiltrada,microfiltrada,n,nc_a
microzona,microzona,n,nc_a
miedio,miedio,n,nc_o
mielita,mielita,n,nc_a
miiedo,miiedo,n,nc_o
ministrillo,ministrillo,n,nc_o
mireda,mireda,n,nc_a
misario,misario,nms,nc_o
mismno,mismno,n,nc_o
misteria,misteria,n,nc_a
místico-religioso,místico-religioso,n,nc_o
miyo,miyo,n,nc_o
mizmo,mizmo,n,nc_o
mocosito,mocosito,n,nc_o
moncha,moncha,n,nc_a
monocroma,monocroma,n,nc_a
monquito,monquito,n,nc_o
morato,morato,n,nc_o
morucha,morucha,n,nc_a
mostado,mostado,n,nc_o
moti­vo,moti­vo,n,nc_o
movedla,movedla,n,nc_a
mozaico,mozaico,n,nc_o
muchsa,muchsa,n,nc_a
muchso,muchso,n,nc_o
muestrecita,muestrecita,n,nc_a
mueto,mueto,n,nc_o
musculada,musculada,n,nc_a
mútuo,mútuo,n,nc_o
muucha,muucha,n,nc_a
muuuucha,muuuucha,n,nc_a
muuuuuucha,muuuuuucha,n,nc_a
narda,narda,n,nc_a
nautico,nautico,n,nc_o
naveda,naveda,n,nc_a
­nea,­nea,n,nc_a
necessita,necessita,n,nc_a
neonatologa,neonatologa,n,nc_a
neotestamentario,neotestamentario,n,nc_o
neuquina,neuquina,nfs,nc_a
niga,niga,n,nc_a
niiña,niiña,n,nc_a
niiño,niiño,n,nc_o
ninya,ninya,n,nc_a
nocia,nocia,n,nc_a
nodeja,nodeja,n,nc_a
no-uso,no-uso,n,nc_o
n-sima,n-sima,n,nc_a
nucelo,nucelo,n,nc_o
nueno,nueno,n,nc_o
numeroo,numeroo,n,nc_o
ofencivo,ofencivo,n,nc_o
officia,officia,n,nc_a
oficinistucho,oficinistucho,n,nc_o
ojoo,ojoo,n,nc_o
oko,oko,n,nc_o
olfa,olfa,nms,nc_a
olmeca,olmeca,nms,nc_a
ondazo,ondazo,n,nc_o
onga,onga,n,nc_a
orballo,orballo,n,nc_o
orellano,orellano,n,nc_o
orgullosisimo,orgullosisimo,n,nc_o
otrra,otrra,n,nc_a
ourensano,ourensano,n,nc_o
ovarico,ovarico,n,nc_o
pac?fico,pac?fico,n,nc_o
padefo,padefo,n,nc_o
padre-hermano,padre-hermano,n,nc_o
padrina,padrina,n,nc_a
paguito,paguito,n,nc_o
paleógrafa,paleógrafa,nfs,nc_a
palza,palza,n,nc_a
pambo,pambo,n,nc_o
pampurrio,pampurrio,n,nc_o
paña,paña,n,nc_a
pantalo,pantalo,n,nc_o
paolita,paolita,n,nc_a
paral?tico,paral?tico,n,nc_o
parapsicologo,parapsicologo,n,nc_o
paraso,paraso,n,nc_o
parceiro,parceiro,n,nc_o
parctica,parctica,n,nc_a
parga,parga,n,nc_a
particionada,particionada,n,nc_a
pasda,pasda,n,nc_a
paspado,paspado,n,nc_o
pasteloso,pasteloso,n,nc_o
pataca,pataca,nfs,nc_a
patarata,patarata,nfs,nc_a
patiperro,patiperro,nms,nc_o
patologico,patologico,n,nc_o
patuca,patuca,n,nc_a
patucha,patucha,nfs,nc_a
pececita,pececita,n,nc_a
pedilo,pedilo,n,nc_o
pejiguero,pejiguero,n,nc_o
peliculaza,peliculaza,n,nc_a
peluo,peluo,n,nc_o
peqeña,peqeña,n,nc_a
peque?ito,peque?ito,n,nc_o
pequen?a,pequen?a,n,nc_a
pequenyo,pequenyo,n,nc_o
pequña,pequña,n,nc_a
percentila,percentila,n,nc_a
perdida,perdida,nfs,nc_a
perfectoo,perfectoo,n,nc_o
perfeta,perfeta,n,nc_a
peria,peria,n,nc_a
permisario,permisario,n,nc_o
peronéo,peronéo,n,nc_o
perreria,perreria,n,nc_a
perro-gato,perro-gato,n,nc_o
peruanazo,peruanazo,n,nc_o
pesadia,pesadia,n,nc_a
peseto,peseto,n,nc_o
petisito,petisito,n,nc_o
peuca,peuca,n,nc_a
peuda,peuda,n,nc_a
picassa,picassa,n,nc_a
pietro,pietro,n,nc_o
pihuelo,pihuelo,n,nc_o
pijiada,pijiada,n,nc_a
pimientito,pimientito,n,nc_o
pintadito,pintadito,n,nc_o
pintorezco,pintorezco,n,nc_o
pionerita,pionerita,n,nc_a
pipito,pipito,n,nc_o
piquilla,piquilla,n,nc_a
pirucho,pirucho,n,nc_o
piscologo,piscologo,n,nc_o
pituquito,pituquito,n,nc_o
pizpireto,pizpireto,n,nc_o
pko,pko,n,nc_o
planealo,planealo,n,nc_o
planetado,planetado,n,nc_o
pleo,pleo,n,nc_o
plumaria,plumaria,n,nc_a
plza,plza,n,nc_a
pobechito,pobechito,n,nc_o
pobra,pobra,n,nc_a
polero,polero,n,nc_o
policéfala,policéfala,n,nc_a
pongala,pongala,n,nc_a
poqo,poqo,n,nc_o
posca,posca,nfs,nc_a
positivada,positivada,n,nc_a
positivio,positivio,n,nc_o
posteala,posteala,n,nc_a
potentisimo,potentisimo,n,nc_o
pototo,pototo,n,nc_o
pràctico,pràctico,n,nc_o
practiva,practiva,n,nc_a
prefeito,prefeito,n,nc_o
prehospitalario,prehospitalario,n,nc_o
prena,prena,n,nc_a
preparadlo,preparadlo,n,nc_o
pre-partido,pre-partido,n,nc_o
prequirúrgico,prequirúrgico,n,nc_o
presidento,presidento,n,nc_o
prevalecia,prevalecia,n,nc_a
previsualizarlo,previsualizarlo,n,nc_o
priba,priba,n,nc_a
prinsesa,prinsesa,n,nc_a
pripio,pripio,n,nc_o
probadla,probadla,n,nc_a
probocado,probocado,n,nc_o
procreativa,procreativa,n,nc_a
productoria,productoria,n,nc_a
produsca,produsca,n,nc_a
profetico,profetico,n,nc_o
protejerlo,protejerlo,n,nc_o
protejio,protejio,n,nc_o
prouesta,prouesta,n,nc_a
proviciano,proviciano,n,nc_o
prpuesta,prpuesta,n,nc_a
pruevenlo,pruevenlo,n,nc_o
psicol?gico,psicol?gico,n,nc_o
psicòloga,psicòloga,n,nc_a
público-privada,público-privada,n,nc_a
puchunguita,puchunguita,n,nc_a
puebloo,puebloo,n,nc_o
pue­da,pue­da,n,nc_a
pùeda,pùeda,n,nc_a
pùedo,pùedo,n,nc_o
puerko,puerko,n,nc_o
puertecillo,puertecillo,n,nc_o
puniado,puniado,n,nc_o
purisima,purisima,n,nc_a
puritita,puritita,n,nc_a
pza,pza,n,nc_a
quanta,qua,n,nc_a
quepasa,quepasa,n,nc_a
quietita,quietita,n,nc_a
quirino,quirino,n,nc_o
quirurgico,quirurgico,n,nc_o
rabaja,rabaja,n,nc_a
rafaelina,rafaelina,n,nc_a
raimundo,raimundo,n,nc_o
ramillo,ramillo,n,nc_o
ramoncito,ramoncito,n,nc_o
ranchado,ranchado,n,nc_o
ranqueada,ranqueada,n,nc_a
rarillo,rarillo,n,nc_o
rarisima,rarisima,n,nc_a
raulo,raulo,n,nc_o
realizalo,realizalo,n,nc_o
reba,reba,n,nc_a
rebala,rebala,n,nc_a
reca,reca,n,nc_a
recagado,recagado,n,nc_o
recepo,recepo,n,nc_o
recivio,recivio,n,nc_o
recomeindo,recomeindo,n,nc_o
recomiendala,recomiendala,n,nc_a
redimensiona,redimensiona,n,nc_a
redirecciona,redirecciona,n,nc_a
redondelito,redondelito,n,nc_o
reducia,reducia,n,nc_a
refeljo,refeljo,n,nc_o
reivindicatoria,reivindicatoria,n,nc_a
rekuerdo,rekuerdo,n,nc_o
relo,relo,n,nc_o
reloca,reloca,n,nc_a
relojo,relojo,n,nc_o
remala,remala,n,nc_a
repijo,repijo,n,nc_o
reposadero,reposadero,nms,nc_o
repotenciada,repotenciada,n,nc_a
repotenciado,repotenciado,n,nc_o
reprendia,reprendia,n,nc_a
resfuerzo,resfuerzo,n,nc_o
resiva,resiva,n,nc_a
respetenla,respetenla,n,nc_a
respodido,respodido,n,nc_o
restoo,restoo,n,nc_o
retia,retia,n,nc_a
retrazada,retrazada,n,nc_a
retuiteado,retuiteado,n,nc_o
reulta,reulta,n,nc_a
revisala,revisala,n,nc_a
ri?o,ri?o,n,nc_o
ricio,ricio,nms,nc_o
ripeada,ripeada,n,nc_a
ripo,ripo,n,nc_o
rivereña,rivereña,n,nc_a
rmada,rmada,n,nc_a
rockerita,rockerita,n,nc_a
rojilla,rojilla,n,nc_a
roko,roko,n,nc_o
roneo,roneo,n,nc_o
rosarito,rosarito,n,nc_o
ruquito,ruquito,n,nc_o
rusita,rusita,n,nc_a
s?ptima,s?ptima,n,nc_a
sabro,sabro,n,nc_o
sacrlo,sacrlo,n,nc_o
saladita,saladita,n,nc_a
sambito,sambito,n,nc_o
sampado,sampado,n,nc_o
sanandresano,sanandresano,n,nc_o
sapita,sapita,n,nc_a
saso,saso,n,nc_o
scanneo,scanneo,n,nc_o
sebera,sebera,n,nc_a
secuetro,secuetro,n,nc_o
sedeña,sedeña,nfs,nc_a
segndo,segndo,n,nc_o
seguidito,seguidito,n,nc_o
seleciona,seleciona,n,nc_a
semicruda,semicruda,n,nc_a
semienterrada,semienterrada,n,nc_a
semiurbano,semiurbano,n,nc_o
sequeda,sequeda,n,nc_a
sequita,sequita,n,nc_a
serado,serado,nms,nc_o
serco,serco,n,nc_o
serranita,serranita,n,nc_a
seruna,seruna,n,nc_a
servidito,servidito,n,nc_o
seundo,seundo,n,nc_o
sgunda,sgunda,n,nc_a
shako,shako,n,nc_o
shana,shana,n,nc_a
shippeo,shippeo,n,nc_o
shockea,shockea,n,nc_a
